,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,7810.01,2776.5,3384.05,7267.79,9798.23,32407.36,3269167.33,18810866.7,12947912.53,13337154.55,23739259.97,40072884.87,166835121.0,182710672.7,287339005.33,126513895.32
f_1,3765.14,9093.54,4061.31,5172.17,9578.18,34937.03,2843009.12,9675854.49,11186326.93,11182695.86,19890965.01,18447684.81,116884352.19,147781988.74,225017773.83,118074307.07
d_1,2085.36,2543.83,17663.55,4536.92,8192.47,36793.59,3144014.28,4707150.51,25382279.95,17764521.95,22603169.98,48511856.61,159778446.78,151929007.86,330809888.76,236130218.48
c_1,2047.14,2486.47,4058.88,26881.32,18333.91,28907.18,2930258.04,10229959.48,4511428.71,12586037.36,13069197.52,39376806.51,114022442.48,164272847.33,276501498.22,238741175.65
b_1,1991.6,2792.9,4070.19,5257.85,53018.13,75892.1,2765433.11,10572039.73,13143445.97,12443641.84,9370596.11,31385504.43,136948635.83,105904402.04,254901062.27,224284444.12
a_1,2001.87,2754.16,4187.8,6604.29,9440.33,266551.97,3243502.56,10532453.58,10958240.19,15146666.67,17911459.24,35774130.59,137591485.44,72232936.9,313560701.75,247971139.58
h_1,2524.0,4063.09,4879.82,7206.88,12328.75,44433.04,8329221.17,12629811.75,13537995.94,24039729.12,24887959.39,48769691.01,129147764.17,156531872.29,462230060.0,266385619.64
d_0,2650.92,2894.99,3279.42,14189.16,13530.06,42336.52,3477486.47,21826602.41,11366118.07,15685549.13,23609981.42,50170257.33,170902718.84,168666160.67,346361650.0,258739709.89
c_0,2836.35,3255.39,5397.84,5004.58,9240.57,49777.15,4179666.29,12850830.0,29375177.72,16702439.02,51378790.8,60157651.08,194329437.74,236531906.39,379753919.7,248126218.46
g_1,2649.74,2271.12,7923.19,7329.03,10003.0,34077.96,3597477.32,11875798.78,17915527.89,58880000.0,25897232.77,85337562.42,157430257.76,183085463.82,169853571.35,298413132.07
b_0,2485.2,3499.46,6598.91,7542.66,7872.89,34832.67,3851068.08,11369445.29,14515843.01,19537989.78,52746894.08,51059994.96,192315185.86,407029864.2,382596535.89,294623465.53
f_0,1670.52,1782.65,6196.38,8459.81,16738.08,54104.87,3776828.24,12594837.38,17757106.64,20398406.37,25945786.29,106972554.19,197342369.55,205150544.62,372189100.58,676860644.55
h_0,2330.9,4387.22,5561.67,7661.27,10776.29,44901.17,2218569.62,12388438.19,15528025.81,22471820.45,29631570.43,37371841.7,105330140.22,160941710.72,461226101.21,273990746.97
a_0,2838.4,2877.0,5973.15,7761.84,14962.46,23935.36,4044404.43,13634187.26,15238663.81,16923249.3,26882940.59,46175684.52,191450337.37,538486658.3,296041082.97,233669564.84
g_0,1590.63,2367.76,9051.74,7372.49,15228.44,45548.62,3178086.05,10485254.33,15652445.19,11004179.1,26602074.05,83504684.3,174222054.45,188550701.55,270413645.94,382632849.13
e_0,1323.55,3636.26,4564.8,8396.9,15277.3,63809.48,3756579.51,13989417.25,14896503.23,16446060.61,22504279.81,56008688.42,193151683.58,187246497.09,325981601.59,795357314.82
