,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,0.88,0.09,0.09,0.09,0.06,0.04,0.08,0.15,0.1,0.06,0.08,0.06,0.07,0.05,0.07,0.01
f_1,0.16,0.87,0.09,0.08,0.05,0.04,0.09,0.09,0.07,0.06,0.06,0.01,0.07,0.04,0.07,0.03
d_1,0.08,0.1,0.88,0.06,0.06,0.04,0.07,0.03,0.15,0.08,0.09,0.07,0.09,0.06,0.08,0.05
c_1,0.09,0.09,0.08,0.88,0.12,0.05,0.08,0.09,0.01,0.04,0.05,0.07,0.07,0.04,0.07,0.05
b_1,0.11,0.11,0.07,0.11,0.87,0.07,0.06,0.07,0.06,0.04,0.01,0.06,0.08,0.04,0.05,0.05
a_1,0.1,0.07,0.11,0.06,0.08,0.87,0.09,0.09,0.07,0.05,0.08,0.05,0.09,,0.06,0.04
h_1,0.15,0.23,0.17,0.13,0.09,0.06,0.52,0.11,0.14,0.14,0.14,0.11,0.05,0.07,0.16,0.09
d_0,0.15,0.17,0.05,0.28,0.11,0.07,0.14,0.36,0.15,0.11,0.16,0.11,0.16,0.08,0.11,0.08
c_0,0.17,0.17,0.19,0.06,0.1,0.06,0.15,0.15,0.38,0.13,0.29,0.12,0.17,0.12,0.12,0.09
g_1,0.15,0.15,0.26,0.13,0.08,0.06,0.12,0.13,0.15,0.51,0.11,0.14,0.13,0.09,0.05,0.08
b_0,0.12,0.22,0.18,0.15,0.03,0.05,0.18,0.15,0.17,0.13,0.38,0.13,0.17,0.17,0.11,0.09
f_0,0.13,0.07,0.21,0.15,0.12,0.1,0.17,0.16,0.17,0.14,0.15,0.37,0.16,0.08,0.14,0.18
h_0,0.15,0.22,0.16,0.14,0.13,0.08,0.05,0.13,0.15,0.13,0.13,0.09,0.06,0.08,0.16,0.07
a_0,0.15,0.19,0.24,0.12,0.09,,0.13,0.16,0.17,0.1,0.19,0.14,0.14,0.35,0.1,0.1
g_0,0.12,0.17,0.24,0.13,0.12,0.07,0.13,0.13,0.12,0.05,0.16,0.19,0.14,0.05,,0.1
e_0,0.07,0.16,0.24,0.12,0.15,0.1,0.25,0.16,0.1,0.12,0.14,0.08,0.12,0.08,0.12,0.32
