,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.43,1.07,1.07,1.18,1.07,1.0,0.25,0.42,0.24,0.21,0.26,0.34,0.13,0.21,0.22,0.19
e_1,0.67,0.43,1.27,1.31,1.33,1.17,0.32,0.43,0.25,0.24,0.24,0.34,0.18,0.26,0.39,0.18
d_1,1.4,1.35,0.41,1.37,1.22,1.04,0.3,0.2,0.39,0.21,0.23,0.22,0.15,0.23,0.22,0.11
c_1,1.32,1.02,1.53,0.41,1.11,1.01,0.38,0.35,0.14,0.37,0.26,0.23,0.2,0.25,0.25,0.17
b_1,1.44,1.32,1.41,0.75,0.39,1.4,0.41,0.32,0.27,0.39,0.47,0.27,0.21,0.24,0.24,0.23
a_1,1.92,1.75,1.73,1.54,0.83,0.32,0.61,0.55,0.37,0.33,0.45,0.32,0.25,0.4,0.29,0.25
h_1,2.36,2.04,1.83,2.19,2.31,1.97,0.31,0.55,0.45,0.42,0.44,0.39,0.37,0.38,0.37,0.28
g_1,3.04,2.74,2.27,2.15,2.31,2.16,0.51,0.28,0.51,0.48,0.55,0.43,0.26,0.49,0.48,0.38
d_0,2.39,1.48,3.5,2.36,2.49,2.28,0.73,0.87,0.35,0.56,0.56,0.59,0.43,0.47,0.58,0.44
c_0,2.56,2.55,1.35,5.38,2.93,2.19,0.76,0.67,0.79,0.33,0.5,0.56,0.4,0.54,0.48,0.38
b_0,2.51,2.62,1.72,3.51,3.78,2.6,0.69,0.72,0.7,0.28,0.3,0.48,0.33,0.46,0.43,0.29
f_0,4.92,2.64,2.73,2.74,2.39,2.21,0.75,0.53,0.56,0.61,0.61,0.3,0.38,0.56,0.53,0.24
h_0,3.15,2.98,2.6,2.87,2.71,2.47,1.17,0.78,0.65,0.52,0.67,0.56,0.55,0.51,0.47,0.42
a_0,3.29,3.3,2.73,3.6,3.94,3.2,1.15,0.84,0.74,0.53,0.35,0.61,0.47,0.3,0.53,0.45
e_0,4.4,3.95,2.72,3.09,2.8,3.1,0.88,0.75,0.69,0.73,0.72,0.32,0.43,0.58,0.28,0.39
g_0,3.99,3.11,2.92,4.11,3.88,3.16,0.77,1.11,0.79,0.63,0.69,0.6,0.37,0.58,0.6,0.61
