,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,95.94,48.65,67.04,116.5,129.97,450.15,7723.97,14983.5,33585.25,20206.81,33941.9,37656.2,102632.7,96049.41,94441.83,142438.61
f_1,73.54,100.95,69.24,94.13,115.52,346.47,6352.72,12678.19,18513.77,17704.55,19933.88,33131.38,77388.52,63787.66,81595.76,169059.08
d_1,45.94,46.28,132.6,74.55,108.42,415.52,5783.81,11817.76,12695.09,31685.76,29014.28,35947.16,85674.79,69171.21,104726.86,127806.71
c_1,33.59,44.84,59.02,171.24,154.26,286.21,5419.98,10318.01,12668.41,10206.44,22825.94,22705.24,75888.6,67105.63,93697.2,126914.96
b_1,33.43,40.45,48.86,66.31,206.5,531.73,6071.22,11342.63,13916.33,18159.07,24280.58,20381.32,66183.9,60415.06,77117.38,128019.37
a_1,21.22,30.17,35.84,57.87,52.24,594.87,3991.31,5258.25,8944.96,10137.1,14354.9,19884.1,41986.44,28376.91,46626.0,90517.39
h_1,12.14,16.77,19.9,26.15,28.22,98.41,2901.65,4722.6,4593.77,5451.51,8578.68,9568.4,17947.84,21241.94,27910.59,51521.48
g_1,9.22,9.95,21.65,18.5,22.69,99.49,1412.8,4875.47,3524.88,4424.75,9679.94,7441.26,17857.53,19810.34,29804.88,25637.67
d_0,7.15,10.05,12.0,32.43,25.73,91.85,1441.95,2737.99,5027.42,3805.5,6059.91,7102.13,16803.1,18204.26,22372.3,36497.99
c_0,10.13,10.31,12.39,15.18,19.63,86.31,1403.86,2532.78,3959.12,5819.22,6950.8,13464.24,18998.18,18871.24,21686.9,37221.37
f_0,6.85,7.16,12.94,19.72,20.25,82.9,1278.44,2159.08,3214.16,3602.63,7743.55,7053.2,16423.65,16203.94,33653.98,30062.77
b_0,7.89,8.48,12.62,17.72,15.87,54.2,1105.68,2326.3,2999.62,2459.98,5231.23,8694.1,17205.9,24346.13,19470.66,30258.69
h_0,5.39,8.52,9.24,12.79,14.47,53.63,696.03,1994.0,2531.02,2379.57,3978.58,4146.16,9520.7,9118.13,14085.96,25379.33
a_0,5.63,7.41,10.59,11.75,14.42,50.06,921.16,1628.77,2297.22,2406.0,3835.27,3697.63,13113.51,16221.83,15605.42,21026.48
e_0,4.37,7.33,8.46,10.46,14.73,44.41,904.59,1295.68,2370.33,2728.45,2798.84,4301.15,10385.57,10189.04,19805.55,20874.05
g_0,4.53,4.61,11.66,11.24,11.22,38.68,685.01,1407.14,1661.32,2117.39,3698.89,3865.0,8576.08,9096.51,10691.68,14753.73
