,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.4,1.18,1.49,1.59,3.2,16.84,30.19,30.75,28.1,39.05,40.76,68.21,85.84,107.2,208.84
e_1,0.73,1.0,1.19,1.69,1.62,3.62,20.02,33.91,44.27,28.31,42.43,58.47,89.98,79.27,140.67,168.78
d_1,0.84,0.84,1.0,0.99,1.52,2.78,15.86,23.95,26.88,34.13,33.57,46.41,69.93,73.27,114.66,123.01
c_1,0.67,0.59,1.01,1.0,1.73,2.24,16.17,23.89,16.54,20.73,24.66,37.17,53.68,56.21,92.57,116.99
b_1,0.63,0.62,0.65,0.58,1.0,3.71,11.74,18.27,18.46,19.7,24.65,28.99,45.7,41.81,82.67,94.83
a_1,0.31,0.28,0.36,0.44,0.27,1.0,5.25,8.47,9.36,9.16,12.36,13.54,29.35,25.1,36.78,37.62
h_1,0.06,0.05,0.06,0.06,0.09,0.18,1.0,1.78,1.72,1.62,1.81,2.3,4.18,3.68,5.84,10.67
g_1,0.03,0.03,0.04,0.04,0.06,0.11,0.55,1.0,0.87,0.99,1.37,2.07,2.41,2.72,3.66,5.46
d_0,0.03,0.02,0.03,0.06,0.05,0.11,0.59,1.19,1.0,0.79,1.31,1.54,3.04,2.58,4.3,6.35
c_0,0.04,0.03,0.03,0.05,0.05,0.11,0.6,1.0,1.2,1.0,1.62,1.53,2.66,2.8,3.91,5.43
b_0,0.03,0.02,0.03,0.04,0.04,0.08,0.53,0.73,0.73,0.61,1.0,1.25,2.13,2.95,3.44,4.72
f_0,0.02,0.02,0.02,0.03,0.03,0.07,0.46,0.46,0.63,0.67,0.79,1.0,1.76,1.62,3.62,2.73
h_0,0.01,0.01,0.01,0.02,0.02,0.03,0.23,0.42,0.33,0.39,0.45,0.56,0.99,0.9,1.68,2.5
a_0,0.01,0.01,0.01,0.02,0.02,0.05,0.28,0.37,0.36,0.36,0.33,0.63,1.07,1.0,1.65,2.33
e_0,0.01,0.01,0.01,0.01,0.01,0.03,0.17,0.26,0.22,0.26,0.29,0.27,0.59,0.62,1.0,1.28
g_0,0.01,0.01,0.01,0.01,0.01,0.03,0.1,0.19,0.16,0.18,0.21,0.37,0.38,0.41,0.78,1.0
