,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
e_1,0.43,0.68,1.36,1.17,1.25,1.05,0.38,0.29,0.25,0.37,0.28,0.31,0.24,0.18,0.34,0.19
f_1,1.05,0.42,1.19,1.12,1.18,1.14,0.24,0.25,0.23,0.4,0.25,0.31,0.21,0.13,0.21,0.18
c_1,0.96,1.33,0.41,1.65,1.02,1.09,0.4,0.16,0.36,0.34,0.29,0.25,0.24,0.18,0.27,0.19
d_1,1.4,1.45,1.18,0.4,1.16,1.06,0.33,0.4,0.24,0.23,0.24,0.28,0.23,0.17,0.2,0.11
b_1,1.31,1.43,0.75,1.37,0.4,1.3,0.38,0.27,0.38,0.36,0.36,0.26,0.29,0.21,0.24,0.2
a_1,1.67,1.7,1.63,1.59,0.93,0.32,0.49,0.44,0.35,0.52,0.33,0.33,0.46,0.26,0.37,0.24
h_1,2.35,2.42,2.45,1.9,2.03,1.7,0.3,0.55,0.41,0.68,0.47,0.45,0.38,0.49,0.36,0.3
d_0,1.37,2.14,2.9,3.71,2.54,2.14,0.71,0.32,0.54,0.95,0.53,0.45,0.43,0.37,0.47,0.41
c_0,2.88,2.66,4.0,1.35,2.73,2.62,0.73,0.73,0.31,0.71,0.47,0.53,0.38,0.34,0.4,0.29
g_1,2.79,3.27,2.52,2.37,2.66,2.24,0.54,0.55,0.46,0.27,0.49,0.47,0.46,0.27,0.44,0.5
b_0,3.01,2.74,3.44,1.97,3.55,2.91,0.69,0.79,0.29,0.76,0.29,0.49,0.49,0.34,0.5,0.4
f_0,2.47,3.72,2.71,2.64,2.98,2.51,0.86,0.61,0.46,0.5,0.51,0.29,0.54,0.38,0.55,0.24
a_0,2.9,3.03,4.19,2.78,3.87,3.14,0.84,0.76,0.51,0.9,0.33,0.63,0.29,0.46,0.53,0.48
h_0,2.82,3.33,3.13,2.65,3.01,3.0,1.28,0.64,0.64,0.89,0.6,0.53,0.6,0.51,0.53,0.49
e_0,4.44,4.32,3.48,2.61,3.36,2.62,0.87,0.75,0.64,0.71,0.65,0.34,0.62,0.43,0.3,0.45
g_0,3.36,3.38,3.58,3.6,3.13,2.7,0.83,0.81,0.72,1.4,0.67,0.72,0.67,0.34,0.52,0.53
