,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,6.02,4.63,2.44,2.8,2.5,2.49,10.47,9.4,13.97,11.49,12.28,9.55,16.91,12.52,8.92,19.71
e_1,3.07,6.1,2.14,3.73,2.75,2.55,10.85,9.61,20.64,10.78,14.08,13.6,20.25,14.96,11.68,20.51
d_1,3.13,2.51,6.66,1.99,2.63,3.16,9.56,11.31,9.5,23.97,16.88,14.91,22.56,15.48,17.21,23.98
c_1,2.44,2.36,2.69,6.69,5.31,3.1,10.58,10.17,12.34,8.14,8.46,12.26,19.18,12.9,14.36,20.51
b_1,3.02,2.28,3.12,2.54,7.67,5.61,10.04,11.02,10.31,12.63,8.86,12.39,23.54,14.08,15.46,20.69
a_1,3.03,2.83,2.99,3.1,3.02,11.32,10.15,11.78,12.89,13.28,12.89,11.58,21.85,11.51,12.63,21.71
h_1,4.13,3.22,3.18,2.86,2.77,2.53,18.76,12.69,13.24,10.85,14.03,13.14,18.51,14.98,16.4,28.81
g_1,2.65,2.3,4.56,2.85,3.22,3.1,9.68,21.7,11.3,14.34,14.6,21.84,23.15,15.83,21.66,19.75
d_0,2.89,3.05,2.04,5.07,3.49,2.85,10.88,11.64,19.5,9.71,12.17,14.05,21.22,13.98,17.1,19.98
c_0,3.24,2.9,3.35,2.37,2.35,3.15,11.42,12.49,13.33,22.59,26.93,14.69,26.57,20.75,19.15,24.85
b_0,3.01,2.93,3.3,2.96,2.58,2.51,12.64,12.03,14.58,14.28,25.43,15.57,25.91,30.67,18.4,25.27
f_0,2.37,2.45,3.54,2.66,3.17,3.74,12.69,11.61,13.91,16.48,15.04,27.12,27.78,18.89,38.11,27.26
h_0,3.37,2.84,3.44,3.29,2.9,2.99,10.12,14.76,13.3,11.81,13.21,15.26,16.48,17.0,18.4,29.49
a_0,2.98,2.76,3.73,2.79,3.21,2.66,12.19,13.38,13.01,13.83,15.22,16.79,24.35,29.05,18.91,21.7
e_0,3.24,2.3,3.38,3.2,2.94,3.42,11.86,10.88,13.46,11.24,14.67,15.22,25.44,17.17,31.97,24.53
g_0,2.85,2.86,4.44,2.77,2.56,2.81,11.12,12.15,11.63,15.11,13.75,21.59,21.27,13.95,20.44,15.86
