,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.65,0.7,0.99,1.1,0.92,0.79,0.42,0.46,0.37,0.42,0.36,0.41,0.28,0.32,0.41,0.32
f_1,1.05,0.65,0.88,0.94,0.88,0.84,0.35,0.47,0.32,0.33,0.36,0.35,0.22,0.3,0.25,0.3
d_1,1.04,1.09,0.63,0.99,0.96,0.86,0.4,0.33,0.38,0.43,0.33,0.34,0.29,0.35,0.3,0.21
c_1,0.87,1.0,1.24,0.63,1.11,0.88,0.45,0.46,0.41,0.25,0.37,0.34,0.31,0.34,0.33,0.28
b_1,1.02,1.15,1.19,0.67,0.62,1.2,0.52,0.48,0.46,0.37,0.45,0.4,0.35,0.38,0.37,0.32
a_1,1.25,1.26,1.15,1.22,0.76,0.57,0.6,0.5,0.53,0.49,0.63,0.48,0.47,0.54,0.43,0.33
h_1,1.65,1.8,1.46,1.61,1.56,1.18,0.53,0.78,0.55,0.55,0.54,0.59,0.51,0.53,0.47,0.47
g_1,1.55,1.73,1.67,1.64,1.63,1.5,0.65,0.52,0.63,0.63,0.59,0.65,0.42,0.55,0.57,0.43
c_0,1.78,1.85,1.22,2.23,1.74,1.38,0.79,0.7,0.53,0.85,0.72,0.64,0.55,0.64,0.64,0.48
d_0,1.26,1.8,2.12,1.93,1.75,1.5,0.86,0.77,0.64,0.56,0.69,0.65,0.53,0.55,0.7,0.57
b_0,1.74,1.84,1.66,2.09,1.92,1.3,0.84,0.75,0.46,0.72,0.52,0.58,0.55,0.69,0.56,0.47
f_0,1.59,2.12,1.83,1.99,1.78,1.55,0.77,0.56,0.68,0.69,0.7,0.52,0.56,0.62,0.89,0.41
h_0,1.86,2.26,1.87,1.95,1.78,1.45,0.99,0.93,0.66,0.76,0.66,0.68,0.63,0.65,0.69,0.61
a_0,1.9,2.2,1.69,2.31,2.1,1.83,0.95,0.86,0.59,0.86,0.48,0.72,0.51,0.52,0.73,0.51
e_0,2.35,2.77,2.09,1.95,1.92,1.71,1.05,0.81,0.76,0.76,0.88,0.5,0.65,0.69,0.52,0.58
g_0,2.02,2.29,1.94,2.41,2.35,1.9,0.8,1.11,0.73,0.81,0.77,0.84,0.56,0.72,0.76,0.65
