,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.44,1.73,2.16,1.73,1.95,1.9,0.37,0.39,0.67,0.35,0.39,0.92,0.21,0.37,0.39,0.28
e_1,1.05,0.44,2.37,2.5,2.29,1.9,0.58,0.46,0.73,0.6,0.43,0.5,0.33,0.4,1.47,0.4
c_1,2.49,1.54,0.42,2.6,1.95,1.93,0.62,0.25,0.59,0.77,0.42,0.36,0.34,0.37,0.39,0.26
d_1,2.23,2.82,2.38,0.41,2.48,1.79,0.51,1.15,0.33,0.38,0.41,0.36,0.25,0.33,0.35,0.21
b_1,2.42,2.29,1.13,2.62,0.39,2.62,0.89,0.51,0.73,0.65,1.74,0.56,0.35,0.64,0.38,0.35
a_1,3.34,3.13,2.39,3.33,1.29,0.32,1.05,0.65,0.99,0.62,1.23,0.58,0.46,2.06,0.73,0.39
h_1,3.07,3.28,3.57,3.29,3.2,3.35,0.33,0.73,1.14,0.71,0.72,0.75,0.94,0.62,0.67,0.61
d_0,3.96,1.95,3.97,5.49,3.5,3.46,1.34,0.4,1.03,0.68,0.68,0.7,0.58,0.83,0.62,0.72
g_1,4.68,3.93,4.14,3.48,4.18,2.76,0.79,0.92,0.3,0.81,0.77,0.75,0.43,0.79,0.79,1.01
c_0,4.79,4.01,11.86,1.77,4.69,3.95,1.15,1.03,0.94,0.36,0.64,0.82,0.66,0.94,0.73,0.61
b_0,3.91,3.85,5.97,2.62,10.39,5.39,1.2,0.81,1.11,0.43,0.33,0.93,0.67,0.94,0.68,0.7
f_0,7.98,4.15,4.53,4.44,3.31,3.85,1.26,1.13,0.61,0.91,0.88,0.34,0.63,0.82,0.93,0.4
h_0,4.36,4.85,4.25,3.8,4.55,3.61,2.28,1.1,1.44,0.77,0.86,0.8,1.1,0.9,0.84,0.57
a_0,5.05,4.88,4.39,4.17,5.72,8.57,1.47,1.01,1.65,0.91,0.55,1.04,0.72,0.34,0.98,0.58
e_0,6.75,9.48,4.35,4.02,4.43,4.58,1.5,1.18,1.21,0.83,0.91,0.47,0.62,0.91,0.32,0.69
g_0,5.41,4.71,5.11,5.02,5.41,5.67,0.99,1.09,2.31,1.09,1.01,0.97,0.54,0.96,1.02,1.2
