,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,5.79,1.35,1.17,1.54,1.23,1.3,4.78,3.86,11.66,5.66,6.56,7.53,10.31,7.08,3.19,8.67
f_1,2.21,5.83,1.2,1.32,1.13,0.95,3.6,4.05,4.98,5.72,6.72,2.59,8.44,7.07,5.26,9.4
d_1,1.26,1.53,6.47,0.89,1.2,1.33,5.9,5.4,2.81,11.23,7.22,6.21,9.93,6.62,6.43,9.51
c_1,1.16,1.13,1.28,6.77,2.52,1.2,3.79,3.98,5.97,2.23,4.27,5.69,8.77,5.33,6.98,9.07
b_1,1.19,1.29,1.24,1.44,7.31,2.43,4.7,5.03,5.33,5.79,1.66,5.66,9.15,5.4,6.61,8.03
a_1,1.16,1.33,1.41,1.18,1.23,10.61,5.23,5.43,5.74,6.76,6.53,8.9,8.81,2.65,6.7,8.49
h_1,1.29,2.19,1.76,1.74,1.37,1.36,16.36,6.97,5.9,7.43,7.07,6.68,6.7,6.26,8.45,15.53
g_1,1.4,1.23,2.71,1.46,1.49,1.79,4.83,19.25,5.11,7.58,8.24,12.34,9.98,6.72,8.04,7.03
d_0,1.42,1.65,0.91,3.14,1.44,1.43,5.6,4.35,15.66,6.19,7.48,9.05,11.72,7.33,9.24,12.2
c_0,1.74,1.64,1.8,1.16,1.08,1.43,7.39,6.16,7.94,16.14,17.31,10.85,10.66,8.54,9.06,12.09
b_0,1.61,1.9,1.72,1.82,0.83,1.0,5.73,5.93,7.22,7.16,19.03,8.58,13.44,17.39,9.36,13.17
f_0,1.32,0.75,1.8,2.01,1.66,1.76,6.44,6.1,6.88,7.18,10.19,19.97,10.95,6.64,18.28,11.58
h_0,1.42,2.5,1.6,1.5,1.42,1.77,3.66,7.32,7.48,7.25,6.36,8.06,6.74,7.16,7.27,15.22
a_0,1.56,1.84,1.87,2.19,1.31,0.6,6.82,5.3,7.82,8.33,6.76,5.42,12.76,26.01,7.39,11.32
e_0,0.8,1.22,2.17,1.9,1.94,1.28,9.23,8.85,6.64,7.94,7.18,8.78,12.06,9.14,26.83,11.58
g_0,1.46,1.66,2.82,1.26,1.75,1.36,5.85,4.47,6.16,7.11,6.79,11.28,11.02,7.82,7.43,7.64
