,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,10345.44,4548.63,4625.43,9723.55,11944.51,62347.0,8579915.87,9095146.38,24114019.98,14973953.26,34674764.99,34072254.44,116431361.24,141838914.66,109050137.58,392766200.39
f_1,6326.71,11082.78,5520.46,7326.97,10672.86,75123.1,7806827.07,9686493.82,13563536.79,13587093.84,29146609.9,21015068.34,111360378.13,100117505.02,110200044.23,369193247.88
d_1,3666.51,4453.65,16557.1,5927.12,11472.37,89194.25,7799405.61,12329774.53,8474557.9,29103592.86,37539207.24,40348977.62,121624729.54,108818138.62,203612431.78,437230737.44
c_1,3153.39,3993.27,5524.66,23815.63,24213.72,72847.76,7184031.66,9680800.28,14000821.79,7721258.71,18574704.62,40468321.11,126931447.77,98368739.4,165538873.05,377607168.25
b_1,3581.63,4475.24,6080.19,7341.44,42030.81,162397.84,7464086.97,8793449.1,12996401.2,14939357.71,21762415.02,37518512.17,120970210.45,94330933.5,157180288.62,370847465.75
a_1,4047.7,4682.17,6377.59,7207.3,9140.75,423027.88,8859792.26,11000852.73,14259286.22,16646328.29,34491647.79,43106517.74,137690377.36,78038601.71,202805313.58,378081724.95
h_1,4103.68,6080.62,6929.32,7894.11,12677.42,79729.42,18418484.32,13347956.45,12954262.4,16149918.17,31013330.99,41926870.25,90921602.91,106528709.6,156033101.51,575472516.47
g_1,3284.09,3920.35,9596.81,8680.81,12673.64,79715.4,8160368.31,25530647.04,13346059.59,18123935.34,41659514.57,64040639.92,116194666.37,128309655.76,210447684.35,432394724.37
d_0,3982.34,4825.52,3829.21,16195.55,14861.77,68223.53,9845282.77,11612219.18,25077474.5,9016717.59,27131009.87,45789553.49,132299317.15,131996714.84,184979932.06,450084000.49
c_0,4434.17,5286.5,6759.04,7662.28,9485.93,77835.04,9257711.86,12682032.34,16536435.21,27446963.43,65940268.71,48494629.16,144067400.45,181186589.14,199379279.6,522258135.38
b_0,4457.76,5126.64,6365.83,9337.97,9710.96,66867.82,10161798.81,12672555.82,16279295.56,15836006.48,60241032.0,45337592.96,141803199.61,279103774.53,187123704.08,488722428.28
f_0,3488.83,3652.6,7026.67,10688.75,15729.71,80669.39,7549807.14,11835734.15,17469430.83,16236964.64,36500289.44,86204561.78,159477133.19,130754533.81,442839627.73,465515534.42
h_0,3861.22,6021.23,7156.63,9125.43,12682.28,79938.69,6842656.59,14476075.94,14326825.33,16328221.87,31915090.06,42432800.51,106279229.84,133861733.77,184042411.94,662866094.9
a_0,3931.08,5821.59,6317.42,9679.83,13241.13,46932.98,10221236.29,11613815.29,14544741.28,17135447.29,36455683.45,40358860.26,147471943.27,298722619.31,177533643.63,437212611.95
e_0,3106.1,3958.16,7270.94,9670.5,15794.85,91180.07,9001950.8,11901004.74,16759178.14,18697271.92,38525602.0,47424894.69,158809953.34,117213525.72,432133674.62,558163382.18
g_0,3404.47,3782.73,9898.94,8596.55,13951.7,81124.72,8895811.88,10045028.73,12007655.02,17359550.85,26767444.39,70443760.49,129427287.62,117094411.12,237711105.57,391389616.54
