,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,10764.4,5420.47,5123.54,15530.62,19207.14,73826.18,4647482.99,9698698.54,20312605.01,45135098.21,42446381.41,73478951.75,153968192.24,283092716.74,257924154.35,586737464.83
f_1,7849.61,11130.25,5383.57,12098.31,16779.39,76343.1,4450762.62,8986880.71,19419963.53,26514741.19,42468701.73,46303693.23,144271665.59,259073624.71,190126661.61,605133014.93
d_1,4774.53,5427.18,13114.39,9947.65,19325.39,74536.64,5121305.12,10445107.13,40722985.17,20078809.16,47421634.86,67914802.09,152263280.5,285523199.27,316753565.14,748590562.19
c_1,4916.59,4950.61,5967.04,31560.54,30355.76,84952.79,4435103.41,7911838.89,14214228.31,24516328.42,33789993.76,64823698.79,132671436.69,245360002.85,266257318.25,687098874.63
b_1,4503.73,5145.32,5666.45,11974.14,50727.61,154450.41,5080216.81,8984157.64,21199167.84,23160439.6,26146405.48,68568963.79,105981873.77,287232005.41,296820929.71,621019102.01
a_1,5031.99,5192.01,5831.8,13903.0,17850.75,303169.01,5131084.54,10010399.48,23256639.89,25122501.19,40781133.84,65388514.67,121155315.15,292084947.55,290427325.38,662704696.36
h_1,5155.59,7391.92,7133.01,12556.4,13502.11,74249.31,8263115.84,12820360.14,26189223.59,23190304.42,45479834.22,73900092.03,156104503.29,247693449.27,322229469.07,906201617.8
g_1,4847.44,5422.28,8729.71,14508.28,17676.76,71789.47,4789427.62,18269371.49,26352989.22,28344835.78,45451069.54,98100904.66,153926421.16,312149905.8,382183573.41,627931057.46
c_0,5537.66,5934.94,7114.37,11282.58,17739.48,65644.98,5552608.03,11086051.36,38067832.35,25606713.28,75777890.02,79506866.31,197840936.02,302785408.62,393968676.63,791320888.93
d_0,5161.24,5761.26,4655.06,25543.76,20266.63,67497.04,4857713.34,10201282.15,15307441.25,40733453.4,40860740.72,70618090.93,151216841.05,297406775.45,318754450.12,683156071.15
b_0,5267.16,6277.24,6898.78,13439.21,14886.96,60732.77,5894100.15,11042914.97,25578386.04,26771400.43,69683377.39,74238630.18,318146233.4,341820461.3,361676162.15,797719710.14
f_0,4377.31,5951.44,6961.19,14129.15,18812.21,81785.6,5741344.7,11341009.22,26268853.17,28284402.25,56187805.02,113130260.17,194400638.76,331453806.59,730857925.6,909894116.62
a_0,5266.39,6344.25,6455.64,14635.14,19180.22,65941.64,5926797.34,10586582.75,28531185.02,25168204.22,52018032.26,85643721.7,264837024.36,366667192.87,358880010.31,674089465.79
h_0,4899.89,7096.27,7231.56,13916.8,21241.01,65427.14,4447586.17,12687530.46,23939468.67,25804842.73,41845580.03,68204014.41,173581044.6,213551421.7,334388851.85,863491640.6
e_0,4621.35,6845.93,6254.57,12235.29,21220.27,93385.24,5878103.0,10920431.94,25848580.26,22279926.87,50396042.0,69396127.99,189264458.7,352538879.52,724031528.37,827701041.41
g_0,4311.49,5475.2,8627.81,12456.91,19623.22,74157.8,5280689.46,9076546.86,27001083.22,19897796.32,51035614.41,106085757.44,198644764.61,307228800.36,377490693.35,731504654.66
