,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.94,0.38,0.41,0.47,0.39,0.27,0.26,0.28,0.25,0.4,0.24,0.25,0.26,0.2,0.12,0.24
f_1,0.7,0.94,0.35,0.38,0.37,0.26,0.24,0.23,0.23,0.24,0.24,0.12,0.21,0.18,0.12,0.18
d_1,0.41,0.51,0.94,0.36,0.32,0.32,0.29,0.25,0.44,0.19,0.27,0.26,0.27,0.24,0.19,0.22
c_1,0.38,0.47,0.41,0.94,0.62,0.27,0.28,0.29,0.13,0.25,0.22,0.23,0.26,0.16,0.21,0.2
b_1,0.46,0.49,0.43,0.33,0.94,0.49,0.28,0.25,0.32,0.31,0.17,0.25,0.28,0.18,0.22,0.19
a_1,0.55,0.49,0.52,0.48,0.3,0.94,0.42,0.27,0.32,0.31,0.37,0.31,0.34,0.18,0.24,0.21
h_1,0.75,0.85,0.7,0.6,0.48,0.4,0.75,0.5,0.45,0.36,0.35,0.43,0.3,0.31,0.25,0.46
g_1,0.67,0.6,0.97,0.57,0.6,0.43,0.41,0.75,0.43,0.4,0.43,0.64,0.36,0.29,0.31,0.2
c_0,0.73,0.88,0.69,0.56,0.55,0.42,0.46,0.4,0.65,0.46,0.64,0.44,0.44,0.38,0.36,0.37
d_0,0.65,0.86,0.42,1.1,0.63,0.45,0.5,0.42,0.33,0.64,0.39,0.4,0.46,0.27,0.31,0.29
b_0,0.78,0.78,0.8,0.73,0.51,0.35,0.51,0.44,0.42,0.47,0.66,0.45,0.42,0.59,0.28,0.36
f_0,0.67,0.73,0.77,0.82,0.64,0.45,0.48,0.38,0.47,0.46,0.46,0.66,0.51,0.36,0.6,0.34
h_0,0.8,1.13,0.86,0.69,0.56,0.37,0.38,0.61,0.41,0.48,0.52,0.38,0.38,0.44,0.36,0.43
a_0,0.85,0.87,0.76,0.78,0.63,0.36,0.62,0.52,0.54,0.59,0.4,0.47,0.48,0.64,0.4,0.45
e_0,0.55,1.16,0.86,0.84,0.66,0.5,0.67,0.49,0.5,0.53,0.48,0.35,0.55,0.3,0.62,0.41
g_0,0.73,0.73,1.24,0.76,0.65,0.57,0.43,0.5,0.52,0.48,0.58,0.64,0.5,0.4,0.36,0.34
