,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.43,0.71,1.25,1.38,1.17,1.02,0.32,0.36,0.26,0.26,0.25,0.3,0.17,0.22,0.42,0.22
f_1,1.11,0.43,1.11,1.17,1.11,1.16,0.26,0.42,0.22,0.22,0.26,0.3,0.13,0.23,0.18,0.21
d_1,1.34,1.38,0.4,1.37,1.3,1.09,0.29,0.22,0.22,0.42,0.21,0.23,0.16,0.24,0.22,0.1
c_1,1.09,1.21,1.76,0.39,1.21,1.22,0.38,0.38,0.4,0.15,0.28,0.25,0.19,0.27,0.22,0.18
b_1,1.24,1.46,1.6,0.69,0.38,1.46,0.49,0.4,0.38,0.26,0.43,0.31,0.25,0.35,0.28,0.23
a_1,1.61,1.76,1.43,1.71,0.86,0.33,0.48,0.43,0.37,0.36,0.54,0.39,0.32,0.52,0.33,0.24
h_1,2.31,2.41,1.82,2.52,2.39,1.65,0.3,0.71,0.42,0.42,0.42,0.47,0.41,0.41,0.39,0.33
g_1,2.18,2.47,2.1,2.64,2.45,2.01,0.54,0.29,0.48,0.54,0.48,0.46,0.25,0.43,0.43,0.34
c_0,2.62,2.57,1.33,4.69,2.77,1.99,0.67,0.63,0.31,0.83,0.51,0.49,0.37,0.46,0.59,0.32
d_0,1.51,2.74,3.96,2.39,2.55,2.2,0.79,0.77,0.56,0.35,0.59,0.49,0.38,0.47,0.56,0.43
b_0,2.4,2.73,2.0,3.35,3.71,2.01,0.78,0.66,0.3,0.58,0.3,0.45,0.35,0.49,0.48,0.29
f_0,2.32,3.8,2.41,3.04,2.59,2.32,0.62,0.4,0.55,0.56,0.58,0.31,0.42,0.55,0.74,0.26
h_0,2.55,3.18,2.7,3.01,2.81,2.3,1.08,0.85,0.54,0.62,0.56,0.53,0.48,0.53,0.61,0.42
a_0,2.82,3.43,2.26,3.55,3.47,3.77,0.79,0.88,0.46,0.77,0.33,0.59,0.35,0.3,0.74,0.37
e_0,4.38,4.24,3.07,2.79,2.79,2.5,0.98,0.78,0.63,0.67,0.75,0.38,0.5,0.64,0.29,0.44
g_0,3.06,3.78,2.43,3.9,3.86,3.08,0.65,1.39,0.57,0.75,0.65,0.67,0.4,0.56,0.72,0.54
