,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.04,1.1,1.47,1.87,1.45,1.22,0.57,0.61,0.53,0.41,0.46,0.47,0.34,0.37,0.45,0.33
f_1,1.58,1.04,1.46,1.6,1.41,1.24,0.45,0.57,0.51,0.44,0.44,0.47,0.28,0.41,0.34,0.34
d_1,1.86,1.82,1.04,1.47,1.42,1.29,0.57,0.45,0.55,0.51,0.43,0.42,0.41,0.4,0.38,0.25
c_1,1.31,1.7,1.8,1.05,1.85,1.31,0.61,0.56,0.32,0.5,0.42,0.43,0.36,0.39,0.39,0.34
b_1,1.91,1.99,1.82,1.16,1.05,1.82,0.64,0.68,0.56,0.63,0.67,0.53,0.46,0.44,0.5,0.4
a_1,2.54,2.69,2.55,2.21,1.42,1.06,0.9,0.9,0.78,0.74,1.01,0.8,0.59,0.81,0.6,0.47
h_1,4.56,5.2,4.61,4.51,4.56,3.49,1.26,2.15,1.39,1.35,1.34,1.34,1.18,1.18,1.04,0.94
g_1,4.7,5.18,4.99,5.29,4.92,3.64,1.36,1.25,1.41,1.36,1.32,1.51,0.97,1.25,1.27,1.09
d_0,3.72,4.43,6.5,6.11,5.14,4.19,2.0,2.16,1.37,1.37,1.62,1.68,1.25,1.44,1.41,1.13
c_0,6.55,5.37,3.92,6.78,5.19,4.7,2.0,1.99,2.33,1.37,1.82,1.67,1.35,1.63,1.49,1.08
b_0,6.0,5.75,5.21,7.75,6.0,4.19,2.05,1.92,1.71,1.23,1.36,1.67,1.32,1.8,1.41,1.18
f_0,5.66,6.87,6.36,6.4,5.29,4.09,2.15,1.59,1.85,1.58,1.54,1.39,1.32,1.71,1.83,0.99
h_0,6.61,7.37,6.37,7.58,6.28,5.33,2.81,2.55,2.15,1.91,1.91,1.83,1.77,1.91,1.78,1.4
a_0,7.5,7.13,7.09,7.84,7.63,7.27,2.86,2.61,2.19,1.92,1.46,2.07,1.52,1.45,1.88,1.47
e_0,8.28,11.42,7.65,8.87,8.0,6.15,2.8,2.32,2.33,2.14,2.27,1.42,1.91,2.17,1.45,1.39
g_0,8.5,8.25,9.55,8.95,8.86,7.37,2.82,3.03,2.62,2.49,2.42,2.59,1.77,2.38,2.29,2.23
