,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.12,3.94,4.62,5.05,5.51,4.65,0.98,0.99,0.83,1.68,0.84,2.01,0.46,0.89,0.93,0.73
e_1,2.89,1.13,4.94,5.8,5.07,5.05,2.11,1.3,1.11,1.6,1.32,1.69,0.9,1.08,2.43,1.22
d_1,6.34,7.05,1.13,5.6,7.5,4.41,1.58,2.79,1.22,0.96,0.92,0.96,0.8,1.18,1.01,0.5
c_1,5.89,5.74,7.05,1.14,5.45,5.68,1.5,0.71,2.19,1.63,1.02,1.11,0.91,1.07,1.12,0.92
b_1,6.76,6.2,6.27,3.34,1.13,8.1,2.23,1.43,1.92,2.19,4.78,1.27,1.01,1.43,1.3,1.21
a_1,13.62,8.67,11.18,9.73,4.89,1.14,2.69,2.02,2.04,3.86,2.4,2.01,1.17,5.59,1.73,1.11
h_1,19.63,17.5,19.2,18.48,15.07,16.98,1.8,3.35,3.84,5.77,3.47,3.03,6.48,2.98,3.04,2.73
d_0,23.02,11.95,42.3,25.39,23.08,22.45,6.92,2.37,6.33,6.67,3.67,5.4,3.42,4.71,4.93,4.45
c_0,22.89,24.98,11.02,69.4,23.82,25.7,6.7,6.18,2.27,7.36,5.03,3.72,4.17,4.12,4.05,3.02
g_1,23.02,27.23,23.53,27.39,25.69,17.44,4.82,4.66,4.76,1.83,5.26,4.96,2.7,4.65,4.36,5.54
b_0,26.68,21.31,22.68,35.49,47.65,30.52,6.87,5.56,3.06,6.21,2.35,5.17,3.68,4.95,4.36,2.77
f_0,85.96,28.52,23.36,33.58,23.82,28.72,9.58,6.95,6.33,4.74,7.85,2.33,4.67,6.31,7.08,2.94
h_0,32.5,28.98,30.1,35.49,32.11,34.26,20.1,6.54,6.86,9.55,7.16,6.92,8.51,6.74,6.42,5.04
a_0,41.59,36.22,26.53,33.95,60.29,78.12,9.05,7.67,6.27,14.55,3.77,6.73,7.89,2.59,6.42,6.04
e_0,58.61,68.34,37.26,38.09,48.43,34.88,11.29,9.01,7.58,11.23,10.05,4.16,6.89,9.09,2.81,4.97
g_0,52.27,43.64,34.78,45.93,38.87,44.39,9.36,10.59,8.58,20.0,9.39,7.44,4.62,10.03,6.67,9.14
