,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.37,1.84,1.16,1.16,1.02,1.05,2.12,2.19,2.62,2.5,2.71,1.88,2.98,2.82,2.18,3.32
e_1,1.15,2.41,1.06,1.52,1.31,1.1,2.29,2.25,4.52,2.85,2.96,3.22,3.66,2.83,2.16,3.65
d_1,1.32,1.17,2.55,1.03,1.22,1.14,2.76,2.25,1.94,4.11,2.93,2.91,3.6,3.0,3.13,3.09
c_1,1.23,1.03,1.37,2.66,2.07,1.01,2.46,2.28,2.03,1.34,2.26,2.59,3.19,2.71,2.64,2.86
b_1,1.31,1.21,1.21,1.05,2.76,2.27,2.19,2.36,2.28,2.69,1.74,2.49,2.9,1.79,2.82,2.96
a_1,1.32,1.35,1.33,1.35,0.99,3.32,2.51,2.03,2.73,2.97,2.72,2.38,3.81,1.61,3.23,3.94
h_1,1.83,1.1,1.39,1.25,1.33,1.32,3.94,3.33,2.38,2.66,3.26,2.63,2.66,3.18,2.71,4.68
g_1,1.24,1.35,1.91,1.35,1.2,1.46,2.14,4.42,2.38,2.74,2.55,3.86,3.11,2.45,3.29,2.83
d_0,1.34,1.13,1.1,2.51,1.33,1.23,2.8,2.61,4.02,2.16,3.14,2.87,3.55,3.08,2.62,3.83
c_0,1.46,1.32,1.27,1.27,1.06,1.44,2.91,2.73,3.64,4.06,5.09,3.58,3.66,3.62,3.31,4.03
b_0,1.55,1.29,1.48,1.51,0.91,1.2,2.69,3.13,2.92,2.7,4.29,2.94,3.83,5.27,2.78,3.79
f_0,0.98,1.05,1.46,1.57,1.4,1.54,3.12,2.78,3.11,3.01,3.49,4.68,3.96,3.29,5.32,3.34
h_0,1.71,1.19,1.39,1.54,1.19,1.19,2.04,3.47,2.85,2.85,3.06,2.79,3.12,2.7,3.23,4.21
a_0,1.42,1.37,1.49,1.39,1.58,0.97,2.49,3.21,2.82,2.61,2.56,2.89,4.11,5.06,2.81,3.42
e_0,1.6,1.02,1.33,1.58,1.09,1.42,2.97,3.24,3.02,3.31,3.68,2.99,4.01,2.78,5.18,3.81
g_0,1.21,1.11,1.93,1.51,1.29,1.05,2.29,2.78,2.55,2.71,3.17,4.2,3.67,2.9,2.98,3.45
