,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,2.35,0.97,0.61,0.99,0.77,0.63,1.66,1.42,2.93,1.49,1.52,1.64,2.16,1.35,0.79,1.76
f_1,1.55,2.37,0.72,0.84,0.61,0.54,1.43,1.24,1.63,1.66,0.98,1.57,2.08,1.23,1.02,1.44
d_1,0.79,0.9,2.47,0.66,0.82,0.64,1.56,1.51,0.97,3.04,1.52,1.86,2.29,1.53,1.46,1.76
c_1,0.72,0.77,0.85,2.49,1.38,0.63,1.52,1.2,1.71,0.96,1.46,1.15,2.14,1.28,1.29,2.01
b_1,0.75,0.78,0.91,0.74,2.5,1.29,1.44,1.38,1.51,1.64,1.88,1.02,2.14,1.09,1.58,1.99
a_1,0.78,0.97,0.93,0.76,0.77,3.0,1.64,1.56,1.72,1.93,1.75,1.65,2.39,0.84,1.77,1.82
h_1,0.9,1.22,1.02,0.97,0.79,0.68,3.21,1.87,1.77,1.7,1.56,1.76,1.66,1.36,1.74,2.89
g_1,0.86,0.8,1.32,0.91,0.94,0.58,1.78,3.55,1.57,1.94,2.72,1.43,2.07,1.52,1.68,1.73
d_0,0.92,1.0,0.58,1.63,0.84,0.76,1.56,1.46,3.02,1.41,1.65,1.65,2.33,1.41,1.43,1.87
c_0,1.09,0.96,1.05,0.64,0.73,0.71,1.88,1.51,1.88,3.06,1.81,3.48,2.1,2.01,1.49,2.29
f_0,0.68,0.77,1.01,1.07,1.09,0.83,1.86,1.65,1.88,1.66,3.35,1.67,2.64,1.55,3.34,2.8
b_0,0.89,1.01,1.01,1.06,0.75,0.46,1.66,1.73,2.01,2.01,1.87,3.36,2.49,3.53,1.64,2.12
h_0,0.95,1.26,0.99,0.86,0.8,0.68,1.09,2.3,1.89,1.76,1.7,1.78,1.55,1.69,1.31,2.68
a_0,1.04,1.02,0.88,0.95,1.03,0.28,1.82,1.79,1.92,1.95,2.17,1.9,2.17,3.58,1.53,2.59
e_0,0.65,1.06,1.17,0.85,0.9,0.72,2.07,1.68,1.91,2.13,1.7,1.98,2.63,1.58,3.39,2.25
g_0,0.65,0.91,1.53,0.88,0.86,0.87,1.5,1.3,1.3,1.91,2.94,1.71,2.31,1.27,2.0,1.83
