,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.0,0.79,0.97,1.1,0.96,0.91,0.76,0.68,0.84,0.55,0.75,0.6,0.6,0.63,0.71,0.6
f_1,1.27,1.0,0.85,0.97,0.84,0.87,0.57,0.69,0.65,0.59,0.59,0.58,0.49,0.52,0.47,0.63
d_1,1.02,1.17,1.0,0.98,0.87,0.75,0.72,0.55,0.63,0.81,0.55,0.75,0.59,0.6,0.54,0.44
c_1,0.91,1.03,1.02,1.0,1.42,0.7,0.71,0.73,0.46,0.56,0.63,0.52,0.59,0.53,0.59,0.54
b_1,1.01,1.2,1.15,0.7,1.0,1.34,0.72,0.8,0.7,0.88,0.69,0.61,0.67,0.58,0.59,0.65
a_1,1.12,1.15,1.32,1.42,0.75,1.0,1.01,0.8,0.87,0.78,0.76,0.81,0.8,0.62,0.85,0.72
h_1,1.35,1.75,1.38,1.38,1.28,1.02,1.0,1.2,0.95,0.86,0.93,0.88,0.99,0.77,0.76,0.89
g_1,1.47,1.49,1.84,1.33,1.27,1.23,0.82,1.0,1.04,1.03,1.09,0.85,0.71,0.88,0.87,0.94
d_0,1.17,1.55,1.66,2.14,1.42,1.1,1.09,0.92,1.0,0.81,0.86,0.93,1.1,0.86,0.83,0.88
c_0,1.76,1.62,1.25,1.83,1.07,1.29,1.17,1.01,1.26,1.0,1.14,1.39,0.94,0.83,0.79,0.96
f_0,1.37,1.68,1.68,1.58,1.47,1.31,1.1,0.9,1.16,0.92,1.0,1.1,1.03,0.86,1.44,0.73
b_0,1.71,1.76,1.34,1.95,1.6,1.26,1.04,1.19,1.1,0.74,0.94,1.0,1.08,1.34,0.7,0.85
h_0,1.64,2.05,1.78,1.62,1.56,1.28,1.03,1.39,0.92,1.1,0.96,0.93,1.0,0.83,0.83,1.03
a_0,1.7,1.91,1.62,1.7,1.86,1.69,1.36,1.11,1.17,1.15,1.1,0.79,1.19,1.0,1.04,0.86
e_0,1.52,2.21,1.74,1.71,1.68,1.29,1.28,1.15,1.21,1.26,0.73,1.35,1.18,1.01,1.0,0.94
g_0,1.65,1.59,2.33,1.84,1.61,1.38,1.11,1.12,1.11,1.04,1.41,1.13,0.99,1.22,1.13,1.0
