,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.71,1.08,0.97,0.85,0.71,0.51,0.68,0.49,0.43,0.38,0.45,0.34,0.3,0.34,0.3
f_1,1.42,1.0,0.95,0.74,0.83,0.64,0.36,0.42,0.43,0.4,0.38,0.34,0.31,0.31,0.27,0.38
c_1,0.93,1.06,1.0,1.06,1.15,0.87,0.54,0.37,0.55,0.45,0.41,0.42,0.34,0.31,0.33,0.36
d_1,1.03,1.35,0.94,1.0,0.89,0.72,0.55,0.56,0.39,0.58,0.42,0.41,0.43,0.37,0.34,0.22
b_1,1.18,1.21,0.87,1.12,1.0,1.21,0.52,0.42,0.41,0.54,0.43,0.42,0.48,0.35,0.29,0.31
a_1,1.41,1.56,1.15,1.4,0.82,1.0,0.69,0.57,0.72,0.56,0.48,0.51,0.46,0.33,0.4,0.41
h_1,1.86,2.94,1.85,1.82,1.92,1.45,1.0,0.86,0.99,0.76,0.71,0.8,0.8,0.8,0.61,0.62
d_0,1.44,2.42,2.79,1.93,2.37,1.73,1.17,1.0,0.92,0.98,1.03,0.91,0.94,0.76,0.76,0.76
g_1,2.08,2.4,1.87,2.5,2.45,1.41,0.99,1.09,1.0,1.03,1.04,0.96,0.74,0.8,0.69,0.73
c_0,2.34,2.7,2.26,1.66,1.82,1.63,1.33,1.08,1.04,1.0,1.38,0.98,0.91,0.88,0.88,0.75
b_0,2.51,2.63,2.51,2.44,2.3,1.9,1.45,0.98,0.88,0.73,1.0,0.93,0.76,1.37,0.7,0.99
f_0,2.13,3.13,2.4,2.47,2.42,2.0,1.2,1.07,1.04,1.04,1.08,1.0,0.83,0.75,1.18,0.51
h_0,2.79,3.2,2.95,2.37,2.1,2.25,1.26,1.09,1.37,1.08,1.23,1.18,1.0,0.88,0.99,0.83
a_0,3.31,2.95,3.47,2.74,2.68,,1.15,1.38,1.29,1.19,0.82,1.16,1.1,1.0,0.9,0.95
e_0,2.55,3.72,3.02,2.86,3.57,2.47,1.58,1.31,1.41,1.19,1.48,0.82,1.04,1.02,1.0,0.95
g_0,3.38,2.56,2.85,4.71,3.25,2.41,1.61,1.29,1.43,1.33,1.08,2.05,1.21,1.11,1.11,1.0
