,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.51,0.72,0.44,0.43,0.44,0.38,0.48,0.47,0.5,0.56,0.5,0.22,0.48,0.44,0.42,0.61
e_1,0.48,1.52,0.4,0.54,0.41,0.39,0.58,0.59,0.42,0.89,0.51,0.57,0.64,0.39,0.31,0.59
d_1,0.49,0.5,1.53,0.35,0.41,0.37,0.56,0.93,0.41,0.34,0.66,0.55,0.67,0.47,0.51,0.5
c_1,0.43,0.43,0.45,1.58,0.91,0.32,0.54,0.26,0.49,0.42,0.49,0.48,0.62,0.48,0.41,0.65
b_1,0.53,0.44,0.58,0.28,1.58,0.7,0.61,0.56,0.53,0.58,0.25,0.47,0.7,0.44,0.44,0.59
a_1,0.52,0.51,0.54,0.55,0.35,1.71,0.63,0.59,0.47,0.7,0.5,0.72,0.7,0.29,0.41,0.61
h_1,1.04,0.72,0.71,0.75,0.56,0.62,1.65,0.78,1.0,0.69,0.84,0.68,0.53,0.87,0.67,0.9
c_0,0.86,0.72,0.74,0.5,0.68,0.68,0.93,1.49,1.02,1.04,1.47,0.95,1.08,0.93,0.8,0.79
g_1,0.65,0.7,1.2,0.74,0.7,0.56,0.63,0.81,1.76,0.61,0.81,1.09,0.76,0.66,0.58,0.35
d_0,0.83,0.7,0.42,1.38,0.61,0.57,1.04,0.73,0.81,1.48,0.98,0.79,0.86,0.79,0.67,0.66
b_0,0.84,0.83,0.74,0.91,0.49,0.5,0.93,0.87,0.92,0.81,1.59,0.91,1.13,1.57,0.96,0.74
f_0,0.56,0.6,0.89,0.9,0.82,0.53,1.04,1.01,0.79,0.85,0.99,1.59,1.22,1.12,1.55,0.87
h_0,1.17,0.73,0.86,0.82,0.62,0.54,0.66,0.9,1.08,1.03,0.78,0.84,0.61,0.69,0.94,1.05
a_0,0.9,0.88,0.84,1.0,0.74,,0.84,0.95,1.1,1.0,0.8,0.91,1.28,1.63,0.91,0.94
e_0,0.82,0.42,0.8,1.09,0.78,0.69,1.04,1.09,1.07,1.17,0.92,0.84,0.87,0.91,1.71,1.06
g_0,0.65,0.81,1.12,0.83,0.76,0.63,0.99,1.0,0.81,1.24,1.23,1.36,0.87,0.8,0.81,0.58
