,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.06,2.48,2.23,1.96,2.14,1.57,0.64,0.82,0.62,0.65,0.59,0.82,0.39,0.56,0.5,0.53
e_1,1.45,1.06,2.36,2.16,2.44,2.01,1.02,0.95,0.93,0.79,0.7,0.83,0.57,0.6,1.01,0.56
d_1,2.52,2.42,1.06,2.5,2.22,2.08,0.82,0.58,1.13,0.7,0.66,0.58,0.47,0.55,0.63,0.36
c_1,2.39,2.44,2.7,1.06,2.73,1.67,1.05,0.89,0.43,0.9,0.65,0.62,0.51,0.63,0.61,0.51
b_1,2.99,2.64,2.81,1.67,1.07,3.82,1.24,1.18,0.96,0.98,1.9,0.94,0.78,0.81,0.73,0.7
a_1,4.73,3.97,3.54,5.1,1.69,1.07,1.47,1.39,1.09,1.24,1.5,1.01,0.99,1.76,1.0,0.79
h_1,6.62,4.95,6.04,5.96,4.5,4.4,1.34,2.52,1.88,1.62,1.79,1.61,1.79,1.38,1.63,1.49
g_1,7.28,6.76,6.74,7.32,6.62,5.53,1.76,1.34,1.9,1.69,1.92,2.2,1.26,1.6,1.61,1.74
d_0,8.56,4.64,8.83,8.9,6.65,6.56,2.59,3.31,1.56,2.25,2.16,1.83,1.62,2.09,2.03,1.67
c_0,8.1,6.68,4.72,13.79,6.58,5.51,2.9,2.94,2.65,1.49,2.71,2.26,1.87,2.39,1.66,1.69
b_0,8.23,7.11,6.83,10.54,8.85,5.66,2.97,2.58,2.21,1.28,1.49,1.91,1.62,2.37,1.77,1.72
f_0,13.11,6.94,8.03,9.23,7.55,6.83,3.22,2.29,3.14,2.42,2.53,1.52,2.22,2.17,2.53,1.15
h_0,11.92,8.79,9.14,10.57,10.81,7.96,4.66,3.79,3.14,2.27,2.79,2.35,3.01,2.39,2.01,2.22
a_0,10.97,10.26,9.48,9.95,12.63,11.68,4.77,4.09,3.04,2.53,1.85,2.84,2.2,1.63,2.82,1.97
e_0,14.88,13.59,8.48,11.91,11.13,8.17,4.03,4.03,2.87,3.25,3.19,1.79,2.88,2.28,1.57,2.03
g_0,13.17,11.3,12.0,12.31,11.5,11.75,3.31,5.11,3.29,3.05,3.65,3.38,2.04,2.72,2.76,3.23
