,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,e_0,g_0,a_0
e_1,0.41,2.15,3.9,4.27,3.58,2.86,1.7,2.51,1.9,1.65,1.57,1.49,1.14,,2.01,1.79
f_1,5.55,0.41,3.45,3.1,3.33,3.83,1.39,2.23,1.59,1.59,,1.68,1.26,1.64,1.02,1.35
d_1,3.67,3.99,0.4,3.34,3.29,3.73,1.85,1.13,,2.09,1.49,1.88,1.5,1.84,0.98,1.64
c_1,3.37,4.04,3.96,0.4,3.82,4.46,1.91,1.82,0.96,,1.63,1.77,1.17,1.52,1.44,1.89
b_1,3.01,3.75,3.7,2.65,0.38,4.0,2.09,2.06,1.35,1.79,1.25,,1.73,1.61,1.34,
a_1,4.72,4.05,4.17,3.03,2.71,0.31,1.81,1.99,1.7,1.88,1.7,1.53,1.32,,1.04,
h_1,1.79,1.67,2.05,2.13,1.93,1.6,0.26,0.79,0.8,0.92,1.08,0.81,,0.69,0.6,0.73
g_1,2.06,2.04,2.68,1.88,1.81,1.99,0.95,0.24,0.7,0.86,0.75,0.95,0.48,0.65,,0.78
d_0,1.02,1.64,,1.58,1.85,1.61,0.86,0.92,0.29,0.63,0.66,0.7,0.75,,0.56,0.64
c_0,1.45,1.46,0.93,,1.5,1.39,0.8,1.05,0.85,0.29,0.8,1.02,0.56,0.68,0.55,0.78
f_0,1.73,,1.63,1.58,1.8,1.7,0.86,0.78,0.72,0.59,0.27,0.5,0.61,1.12,0.43,0.86
b_0,1.68,1.52,1.38,1.64,,1.46,0.81,0.69,0.85,0.38,1.17,0.26,0.64,0.72,1.02,0.92
h_0,1.49,1.15,1.31,1.37,1.02,1.7,,0.74,0.48,0.6,0.66,0.5,,0.49,0.59,0.47
e_0,,1.72,1.44,1.68,1.53,,0.99,0.88,,0.76,0.37,0.72,0.69,0.21,0.61,0.66
g_0,1.06,2.17,1.28,1.34,1.73,1.23,0.6,,0.61,0.58,0.74,0.53,0.33,0.66,,
a_0,1.91,1.59,1.56,1.44,,,1.06,0.83,0.79,0.63,0.63,0.44,0.65,0.71,,0.22
