,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.09,1.48,2.56,2.28,2.63,2.09,0.65,0.56,0.7,0.49,0.48,0.63,0.34,0.45,0.63,0.37
f_1,2.38,1.09,2.49,2.42,2.5,1.88,0.51,0.56,0.72,0.47,0.48,0.63,0.26,0.41,0.46,0.4
c_1,1.93,2.46,1.09,3.07,2.49,2.68,0.71,0.31,0.69,0.68,0.5,0.48,0.38,0.48,0.44,0.38
d_1,3.1,2.71,2.81,1.08,2.65,2.32,0.77,0.78,0.48,0.53,0.55,0.51,0.31,0.51,0.48,0.23
b_1,3.07,3.71,1.81,3.42,1.1,2.9,0.9,0.65,0.92,1.01,1.02,0.62,0.54,0.72,0.59,0.45
a_1,5.09,4.74,4.27,4.58,2.3,1.12,1.32,1.12,1.49,0.93,1.18,1.06,0.71,1.42,0.93,0.62
h_1,9.63,10.78,9.33,10.51,9.74,8.16,1.54,2.15,3.29,1.99,2.04,1.93,2.19,2.24,1.74,1.34
d_0,7.13,10.52,13.6,17.18,12.46,10.46,3.51,1.85,3.99,2.48,2.51,2.39,1.96,2.47,2.57,1.96
g_1,11.58,12.7,13.34,10.34,11.26,10.57,2.78,2.61,1.54,2.38,2.46,2.23,1.36,2.63,2.28,1.78
c_0,12.55,12.75,18.06,7.28,13.28,10.93,4.31,3.73,3.11,1.72,2.62,2.6,1.61,2.14,2.35,1.63
b_0,12.68,13.29,18.97,11.02,16.0,11.8,4.36,2.96,4.32,1.74,1.78,2.82,1.96,2.11,2.68,1.88
f_0,12.68,21.76,16.03,12.43,13.87,13.72,4.06,2.83,2.67,2.89,2.79,1.81,2.25,2.86,2.22,1.22
h_0,16.95,18.61,19.29,16.06,18.29,14.44,6.71,4.19,4.59,3.48,3.56,3.39,2.99,3.11,3.45,2.42
a_0,17.5,22.6,22.46,18.15,27.88,24.19,5.72,4.65,6.48,3.34,2.27,3.71,2.97,2.0,4.11,2.66
e_0,24.69,30.01,20.44,19.48,18.29,19.16,5.8,4.49,4.96,3.8,4.56,2.51,3.33,3.61,2.18,2.3
g_0,23.3,26.17,23.87,23.67,22.71,21.03,6.23,5.06,8.64,5.12,5.46,4.77,2.58,4.2,4.31,4.0
