,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,a_0,h_0,g_0,e_0
e_1,2.4,0.76,0.69,0.77,0.62,0.73,1.51,1.4,2.84,1.86,1.89,1.8,1.72,2.11,2.01,1.48
f_1,1.09,2.42,0.85,0.74,0.64,0.78,1.49,1.58,1.55,1.41,1.84,0.9,1.69,1.56,2.35,1.19
d_1,0.78,0.77,2.5,0.68,0.8,0.82,1.63,1.31,0.68,2.75,1.94,1.52,1.67,2.23,1.79,1.35
c_1,0.78,0.84,0.73,2.54,1.29,0.55,1.4,1.37,1.35,0.62,1.29,1.65,1.62,2.38,2.08,1.93
b_1,0.88,0.88,0.81,0.63,2.79,1.17,1.25,1.32,1.56,1.38,0.49,2.12,1.56,2.08,1.71,1.54
a_1,0.69,0.69,0.8,0.96,0.66,3.4,1.82,1.44,1.78,1.87,1.65,1.41,0.85,2.41,1.91,2.37
h_1,0.98,1.24,0.91,1.08,1.09,0.67,3.83,2.24,2.15,2.12,2.44,2.35,1.98,1.92,3.43,2.73
g_1,0.96,0.68,1.41,1.19,1.0,1.05,1.95,4.09,1.81,2.16,1.94,3.08,1.85,1.98,1.81,2.45
d_0,0.79,1.03,0.76,1.84,0.97,0.93,1.93,2.24,3.71,1.93,2.2,2.48,1.72,2.8,2.76,2.51
c_0,0.99,1.25,1.01,0.75,0.91,1.11,1.79,2.1,2.16,3.75,3.55,2.9,2.55,2.96,3.16,2.13
b_0,0.92,1.11,0.88,1.14,0.7,1.21,1.88,2.4,2.35,1.91,3.97,2.66,3.69,3.19,3.24,2.3
f_0,0.86,0.63,1.17,1.2,0.76,1.13,2.37,2.17,2.45,1.93,2.38,3.98,2.65,3.61,2.52,4.53
a_0,0.89,1.1,1.28,1.1,0.94,,2.36,2.31,2.64,2.03,2.24,2.21,4.57,2.1,3.15,2.98
h_0,0.84,1.49,1.09,0.99,1.02,0.99,1.12,2.51,1.98,2.16,1.98,1.61,2.77,1.72,3.56,2.08
g_0,1.03,0.82,1.43,0.9,1.11,1.05,1.5,1.74,2.34,2.18,1.98,3.46,2.28,2.82,2.01,2.31
e_0,0.36,1.4,1.09,1.11,1.31,0.94,1.83,2.12,2.51,2.39,2.4,1.87,1.71,3.19,2.79,4.88
