,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.13,4.29,4.83,6.46,4.7,4.36,0.99,1.61,1.03,0.91,1.07,2.34,0.67,0.92,0.98,0.86
e_1,2.71,1.13,5.98,5.41,6.82,5.46,1.37,1.78,1.03,1.17,1.15,1.38,0.83,1.44,3.02,0.69
d_1,6.29,6.99,1.12,6.91,5.07,4.52,1.58,0.98,3.34,0.94,1.1,0.91,0.65,0.91,0.99,0.47
c_1,5.78,4.27,7.94,1.12,6.19,4.98,1.7,1.53,0.63,2.55,1.13,1.17,0.74,1.21,0.9,0.85
b_1,8.54,7.55,6.77,3.14,1.14,7.9,2.1,2.27,1.59,2.04,3.01,1.35,1.04,1.29,1.15,1.28
a_1,12.41,10.81,8.64,9.78,4.97,1.14,4.23,3.52,2.45,2.61,3.44,2.08,1.58,5.85,2.32,1.87
h_1,15.9,18.07,17.02,17.07,17.11,17.82,1.81,5.26,4.02,3.78,3.32,3.59,4.17,3.47,2.92,2.87
g_1,22.53,23.44,21.28,24.41,19.34,20.1,4.85,1.83,4.32,3.88,4.14,5.28,2.36,3.84,4.58,3.01
d_0,19.96,12.15,39.51,20.99,26.89,22.22,6.1,8.05,2.27,5.07,4.18,4.64,3.57,4.9,4.58,3.95
c_0,28.7,31.87,11.29,67.24,26.89,23.32,10.68,6.6,7.69,2.27,4.8,4.47,3.7,5.6,5.27,3.76
b_0,26.24,23.44,22.28,45.76,57.61,25.88,8.37,7.22,6.29,2.81,2.23,5.84,4.13,4.84,5.35,3.43
f_0,63.33,27.11,24.23,29.95,28.81,41.07,9.28,4.86,6.72,5.7,5.76,2.29,3.51,4.26,6.19,2.72
h_0,38.66,34.27,30.73,35.05,32.08,32.57,13.14,8.33,7.95,5.87,6.29,6.61,9.66,5.94,5.43,5.02
a_0,43.21,35.27,34.94,56.81,32.45,59.03,9.82,11.29,10.65,7.91,3.62,6.7,5.18,2.65,5.79,4.51
e_0,89.59,60.55,34.94,41.71,33.21,52.47,11.54,7.95,8.87,6.9,8.42,3.47,4.94,7.26,2.65,5.18
g_0,42.71,50.46,42.55,47.75,47.05,52.47,8.99,20.0,10.18,8.72,8.97,9.36,4.57,8.52,8.4,15.05
