,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.94,0.71,0.42,0.46,0.38,0.28,0.22,0.3,0.27,0.2,0.23,0.14,0.23,0.18,0.11,0.19
e_1,0.45,0.94,0.41,0.5,0.42,0.3,0.31,0.45,0.25,0.24,0.24,0.24,0.25,0.22,0.14,0.21
d_1,0.57,0.45,0.95,0.43,0.42,0.31,0.27,0.19,0.49,0.21,0.31,0.25,0.27,0.19,0.19,0.19
c_1,0.51,0.46,0.41,0.94,0.68,0.3,0.3,0.24,0.21,0.23,0.18,0.22,0.24,0.17,0.2,0.2
b_1,0.47,0.44,0.47,0.38,0.94,0.59,0.34,0.31,0.29,0.28,0.2,0.24,0.28,0.16,0.16,0.21
a_1,0.58,0.49,0.58,0.48,0.43,0.94,0.45,0.4,0.34,0.31,0.34,0.32,0.32,0.16,0.25,0.31
h_1,1.07,0.71,0.83,0.68,0.57,0.39,0.76,0.44,0.47,0.5,0.44,0.35,0.31,0.28,0.3,0.43
d_0,0.82,0.71,0.62,1.27,0.72,0.42,0.53,0.67,0.32,0.37,0.42,0.37,0.44,0.29,0.3,0.35
c_0,0.93,0.88,0.67,0.56,0.67,0.54,0.52,0.61,0.67,0.41,0.77,0.36,0.44,0.35,0.34,0.39
g_1,0.68,0.76,1.24,0.77,0.65,0.47,0.45,0.5,0.47,0.74,0.46,0.57,0.46,0.33,0.37,0.3
b_0,1.04,0.97,0.78,0.93,0.47,0.44,0.5,0.5,0.42,0.45,0.67,0.42,0.44,0.56,0.39,0.4
f_0,0.85,0.73,0.93,0.89,0.77,0.51,0.57,0.56,0.55,0.41,0.49,0.67,0.51,0.34,0.66,0.35
h_0,1.12,0.95,0.88,0.86,0.74,0.56,0.45,0.57,0.57,0.53,0.49,0.45,0.35,0.32,0.3,0.51
a_0,0.96,0.89,1.01,0.97,0.79,0.37,0.59,0.58,0.62,0.51,0.52,0.53,0.53,0.61,0.36,0.49
e_0,1.08,0.69,0.98,0.91,1.05,0.6,0.61,0.5,0.62,0.43,0.54,0.38,0.61,0.33,0.64,0.42
g_0,0.88,0.88,1.32,0.82,0.88,0.52,0.54,0.57,0.54,0.49,0.47,0.69,0.43,0.39,0.42,0.36
