,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.26,0.49,0.45,0.56,0.48,0.35,0.83,0.9,0.89,1.69,0.93,0.99,1.31,0.91,0.32,1.28
f_1,0.91,2.3,0.4,0.46,0.46,0.32,0.79,0.64,0.88,0.96,0.89,0.33,1.16,0.71,0.52,0.87
d_1,0.43,0.55,2.42,0.39,0.34,0.45,0.91,0.95,2.06,0.45,1.13,1.04,1.4,1.08,0.89,1.42
c_1,0.41,0.51,0.43,2.5,0.83,0.33,0.83,0.86,0.31,1.09,0.79,0.9,1.23,0.6,0.99,0.97
b_1,0.5,0.54,0.43,0.43,2.58,0.66,0.74,0.68,1.08,1.09,0.4,0.87,1.13,0.64,0.93,0.92
a_1,0.54,0.46,0.57,0.49,0.34,3.03,1.19,0.72,0.98,0.99,1.2,1.01,1.34,0.43,0.9,0.9
h_1,0.64,0.77,0.66,0.51,0.39,0.42,3.06,1.25,1.32,1.02,1.01,1.3,0.85,1.06,0.87,2.03
g_1,0.56,0.44,0.99,0.48,0.51,0.41,0.99,3.19,1.15,1.09,1.26,2.14,1.43,0.86,1.05,0.64
c_0,0.58,0.76,0.74,0.32,0.45,0.39,1.06,0.9,2.56,1.1,2.09,1.28,1.52,1.22,1.13,1.53
d_0,0.61,0.73,0.24,1.13,0.55,0.42,1.1,0.94,0.79,2.5,1.06,1.14,1.73,0.77,1.03,1.03
b_0,0.64,0.62,0.74,0.6,0.32,0.31,1.1,1.05,1.32,1.27,2.76,1.34,1.56,2.21,0.84,1.51
f_0,0.51,0.42,0.67,0.7,0.53,0.42,1.1,1.03,1.29,1.27,1.3,2.8,1.79,1.05,2.11,1.45
h_0,0.62,0.94,0.7,0.55,0.43,0.31,0.61,1.4,0.98,1.27,1.38,0.99,1.07,1.35,1.11,1.72
a_0,0.66,0.62,0.65,0.53,0.45,0.23,1.41,1.06,1.45,1.4,1.24,1.22,1.71,3.03,1.09,1.72
e_0,0.26,0.83,0.67,0.71,0.53,0.41,1.41,1.02,1.21,1.33,1.13,0.97,1.88,0.73,3.05,1.43
g_0,0.5,0.47,1.12,0.53,0.45,0.44,0.91,0.83,1.28,1.04,1.46,1.76,1.71,1.14,0.99,0.93
