,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.66,0.96,1.63,1.23,1.5,1.35,0.73,0.66,0.54,0.65,0.55,0.61,0.44,0.54,1.21,0.49
f_1,1.58,0.65,1.6,1.53,1.17,1.15,0.5,0.5,0.46,0.8,0.51,0.72,0.33,0.53,0.37,0.44
c_1,1.23,1.45,0.65,1.62,1.73,1.31,0.68,0.36,0.64,0.61,0.43,0.46,0.4,0.45,0.47,0.44
d_1,1.76,1.3,1.4,0.65,1.52,1.18,0.61,0.89,0.61,0.43,0.52,0.53,0.42,0.43,0.46,0.3
b_1,1.72,1.94,0.91,1.33,0.62,2.24,0.73,0.61,0.79,0.8,0.92,0.52,0.49,0.52,0.49,0.41
a_1,1.69,2.09,1.96,1.92,0.92,0.58,0.9,0.67,0.56,0.74,0.77,0.64,0.54,0.82,0.66,0.56
h_1,1.97,2.32,2.26,2.21,2.07,1.62,0.58,0.82,0.79,1.13,0.81,0.71,0.86,0.69,0.67,0.65
d_0,1.37,2.73,2.81,3.33,2.58,2.16,1.12,0.63,0.8,1.03,0.88,0.8,0.75,0.7,0.84,0.91
c_0,2.12,2.73,4.21,1.49,1.97,2.65,1.09,1.04,0.63,1.03,0.91,0.84,0.81,0.93,0.8,0.69
g_1,2.36,2.3,2.69,2.41,2.18,2.32,0.77,0.94,0.91,0.55,0.9,0.91,0.6,0.65,0.76,0.75
b_0,2.26,2.64,3.55,2.11,4.09,2.06,1.08,0.94,0.55,1.04,0.59,0.82,0.67,1.0,0.78,0.7
f_0,2.17,3.64,2.49,2.51,2.73,2.1,1.23,0.88,0.95,0.79,0.98,0.61,0.88,0.99,1.01,0.52
h_0,2.67,3.01,2.87,2.72,2.68,2.51,1.62,0.96,0.85,1.31,0.97,0.98,1.02,0.75,0.92,0.98
a_0,2.53,2.55,2.59,3.49,3.48,4.01,1.56,1.23,0.94,1.51,0.63,1.06,0.94,0.59,0.98,0.81
e_0,2.7,4.58,2.86,3.2,3.2,2.25,1.13,0.99,0.93,1.23,1.1,0.63,0.86,1.04,0.57,0.74
g_0,2.68,2.85,2.76,3.57,3.1,2.81,1.1,0.94,1.0,2.08,1.08,1.13,0.67,1.0,1.06,1.0
