,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.0,0.81,0.95,1.04,0.8,0.73,0.5,0.57,0.44,0.45,0.43,0.46,0.35,0.34,0.35,0.34
f_1,1.26,1.0,0.94,0.89,0.8,0.62,0.42,0.44,0.41,0.47,0.37,0.36,0.29,0.3,0.32,0.23
d_1,1.05,1.06,1.0,0.87,0.83,0.6,0.48,0.47,0.53,0.36,0.44,0.36,0.35,0.33,0.27,0.31
c_1,0.94,1.12,1.16,1.0,1.12,0.76,0.53,0.34,0.37,0.42,0.37,0.38,0.36,0.33,0.35,0.33
b_1,1.25,1.26,1.21,0.9,1.0,1.08,0.63,0.52,0.55,0.53,0.44,0.41,0.43,0.36,0.35,0.35
a_1,1.39,1.65,1.61,1.34,0.94,1.0,0.84,0.6,0.67,0.7,0.74,0.53,0.58,0.49,0.48,0.41
h_1,2.03,2.28,2.02,1.92,1.59,1.18,1.0,0.81,0.81,1.06,0.83,0.72,0.72,0.63,0.76,0.58
d_0,1.81,2.14,2.15,3.05,1.99,1.59,1.21,1.0,0.87,1.06,0.98,0.92,0.88,0.71,0.78,0.71
c_0,2.31,2.42,1.84,2.71,1.79,1.38,1.2,1.1,1.0,0.96,1.27,0.91,0.89,0.86,0.82,0.71
g_1,2.16,2.14,2.73,2.32,1.94,1.57,0.96,0.93,1.02,1.0,0.92,0.94,0.71,0.73,0.79,0.75
b_0,2.26,2.63,2.19,2.71,2.42,1.36,1.25,1.09,0.78,1.11,1.0,0.93,0.91,1.05,0.79,0.74
f_0,2.15,2.72,2.68,2.69,2.39,1.99,1.42,1.15,1.12,1.02,1.07,1.0,1.03,0.88,0.75,1.2
h_0,2.86,3.38,2.94,2.8,2.36,1.86,1.37,1.21,1.12,1.39,1.1,0.97,1.0,0.95,1.05,0.82
a_0,2.86,3.13,3.06,2.92,2.93,2.09,1.58,1.34,1.25,1.32,1.0,1.16,1.08,1.0,1.14,0.96
g_0,2.93,3.08,3.64,2.83,2.79,2.12,1.3,1.27,1.19,1.26,1.26,1.34,1.0,0.86,1.0,1.02
e_0,2.77,3.99,3.23,3.31,2.72,2.5,1.71,1.42,1.37,1.38,1.3,0.85,1.24,1.01,0.97,1.0
