,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.45,1.55,1.59,2.05,1.77,1.64,3.11,3.38,3.45,5.4,3.54,4.06,4.61,3.74,3.37,5.04
f_1,2.32,2.48,1.53,1.68,1.57,1.58,2.83,3.14,3.14,3.56,3.57,2.86,3.78,3.26,2.77,4.15
d_1,1.57,1.82,2.61,1.41,1.48,1.84,3.45,3.12,5.24,2.94,3.93,3.6,4.72,4.41,3.95,4.89
c_1,1.45,1.65,1.69,2.68,2.63,1.65,3.04,3.2,2.66,3.28,2.92,3.33,4.21,3.23,3.92,3.97
b_1,1.67,1.76,1.61,1.45,2.78,2.76,3.15,3.2,3.47,3.58,3.01,3.58,4.54,3.23,3.96,4.21
a_1,1.77,1.64,1.73,1.78,1.38,3.28,3.79,3.17,4.06,3.95,4.35,3.91,5.4,3.65,4.34,4.46
h_1,1.78,2.08,1.84,1.72,1.59,1.54,4.45,3.9,3.6,3.43,3.52,4.06,3.92,3.68,3.65,5.44
g_1,1.54,1.59,2.13,1.65,1.62,1.83,3.16,4.62,3.94,3.49,3.76,5.22,4.17,3.81,4.49,4.0
c_0,1.72,1.9,1.66,1.69,1.52,1.5,3.68,3.3,4.58,4.0,5.66,4.03,4.91,5.01,4.46,5.23
d_0,1.49,1.8,1.51,2.62,1.95,1.58,3.44,3.13,2.77,4.44,3.34,3.71,4.41,3.27,3.97,4.5
b_0,1.77,1.82,1.93,1.82,1.58,1.27,3.75,3.48,3.32,3.53,4.82,3.72,5.15,6.34,3.66,5.04
f_0,1.44,1.81,1.82,1.9,1.71,1.72,3.57,3.07,3.77,3.94,4.18,4.89,4.86,4.05,7.03,4.61
h_0,1.76,2.18,1.77,1.64,1.54,1.4,3.07,4.07,3.4,3.86,3.66,3.68,4.27,4.45,4.03,5.47
a_0,1.63,1.88,1.71,1.86,1.65,1.48,3.7,3.64,3.73,4.12,3.35,3.98,4.65,5.27,4.5,4.84
e_0,1.57,2.05,1.91,1.79,1.73,1.67,4.05,3.36,3.64,3.43,4.07,3.03,4.67,3.41,5.47,4.82
g_0,1.52,1.64,2.21,1.8,1.73,1.78,3.15,3.57,3.71,3.33,4.06,4.8,4.14,4.17,4.17,4.46
