,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.05,1.07,1.73,1.4,1.55,1.17,0.55,0.57,0.56,0.45,0.43,0.54,0.35,0.38,0.46,0.35
f_1,1.75,1.04,1.57,1.51,1.44,1.1,0.45,0.51,0.55,0.43,0.44,0.47,0.28,0.35,0.34,0.36
c_1,1.31,1.57,1.04,1.78,1.72,1.48,0.59,0.32,0.54,0.52,0.41,0.42,0.37,0.39,0.37,0.35
d_1,1.88,1.71,1.62,1.04,1.54,1.3,0.62,0.59,0.44,0.55,0.51,0.46,0.33,0.44,0.4,0.25
b_1,1.81,2.13,1.24,1.94,1.05,1.84,0.7,0.55,0.7,0.77,0.71,0.52,0.48,0.48,0.46,0.4
a_1,2.79,2.68,2.3,2.48,1.43,1.06,0.97,0.85,1.0,0.75,0.87,0.77,0.61,0.83,0.66,0.52
h_1,4.56,5.21,4.34,4.59,4.24,3.43,1.24,1.39,1.92,1.24,1.26,1.25,1.32,1.28,1.05,0.95
d_0,3.5,4.7,6.57,6.14,5.27,3.93,1.99,1.36,2.08,1.42,1.52,1.46,1.27,1.36,1.44,1.22
g_1,5.09,5.3,5.66,5.03,4.7,4.02,1.61,1.52,1.24,1.52,1.48,1.5,1.02,1.38,1.38,1.08
c_0,5.49,5.68,6.73,3.66,4.87,4.23,2.36,2.14,1.79,1.31,1.83,1.62,1.17,1.36,1.38,1.09
b_0,5.64,5.84,7.57,4.83,5.72,4.3,2.34,1.82,2.3,1.2,1.33,1.68,1.33,1.49,1.5,1.17
f_0,5.25,8.08,6.66,5.53,5.62,4.93,2.28,1.72,1.62,1.71,1.67,1.34,1.5,1.63,1.51,0.89
h_0,6.92,7.77,7.28,6.71,6.56,5.06,2.88,2.26,2.47,2.01,1.98,1.85,1.73,1.62,1.76,1.54
a_0,7.18,8.85,8.43,7.05,9.0,6.88,2.84,2.52,3.03,1.97,1.46,2.01,1.85,1.41,2.05,1.57
e_0,8.83,10.63,7.96,7.62,6.87,6.59,3.0,2.37,2.53,2.15,2.41,1.52,1.95,1.85,1.48,1.42
g_0,8.55,9.26,8.61,9.52,7.89,6.92,3.06,2.55,3.67,2.71,2.78,2.72,1.64,2.07,2.23,2.0
