,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.43,1.73,1.01,1.12,1.12,1.04,1.93,1.86,2.19,2.05,2.28,1.44,2.8,2.11,1.87,2.62
e_1,1.07,2.46,0.98,1.34,1.12,1.06,2.39,2.54,2.39,4.25,2.6,2.59,3.46,2.57,1.74,3.08
d_1,1.21,1.12,2.54,0.85,1.13,1.15,2.39,3.94,1.93,2.2,2.89,3.1,3.01,2.69,3.02,2.79
c_1,1.17,0.94,1.29,2.58,1.79,0.78,1.9,1.14,2.06,1.95,2.02,2.65,2.79,2.55,2.27,2.91
b_1,1.08,1.03,1.23,0.98,2.65,2.06,2.27,2.2,2.29,2.24,1.76,2.43,3.14,1.93,2.69,3.35
a_1,1.16,1.02,1.3,1.48,0.82,3.27,2.55,3.0,2.37,2.54,3.07,2.26,3.42,2.19,2.39,3.43
h_1,1.53,1.1,1.37,1.14,1.26,1.19,4.03,2.3,2.76,2.66,3.09,2.47,2.78,2.42,2.44,4.19
c_0,1.48,1.31,1.14,1.2,1.02,1.21,2.6,3.97,1.89,2.64,4.9,2.93,3.32,3.17,3.32,2.97
g_1,1.14,1.09,1.91,1.23,1.13,1.13,2.0,3.05,4.51,2.41,2.2,3.83,3.32,3.14,2.73,3.01
d_0,1.47,1.03,0.73,2.23,1.11,1.27,2.17,2.38,2.38,3.92,2.73,2.54,3.01,2.79,2.32,3.21
b_0,1.43,1.32,1.25,1.49,0.93,0.84,1.66,2.3,2.85,2.94,4.28,2.6,3.69,5.44,3.34,3.88
f_0,1.13,1.12,1.23,1.44,1.42,1.26,2.6,2.51,2.12,3.0,2.92,4.23,3.58,3.07,5.58,2.77
h_0,1.65,1.13,1.22,1.32,1.16,1.24,1.71,2.63,3.03,3.06,2.99,2.33,2.7,2.81,2.63,4.63
a_0,1.56,1.29,1.31,1.29,1.32,0.67,2.7,2.48,2.02,2.8,2.22,2.6,3.13,4.85,2.93,3.69
e_0,1.48,0.94,1.21,1.42,1.35,1.08,2.51,2.54,2.61,2.91,2.86,1.71,3.45,2.54,5.15,4.07
g_0,1.23,1.17,1.84,1.36,1.15,1.09,2.33,2.73,1.41,2.42,2.38,4.2,2.63,2.65,2.62,2.78
