,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,0.42,0.54,0.77,0.96,0.89,0.9,0.46,0.5,0.49,0.35,0.44,0.37,0.34,0.39,0.51,0.33
f_1,0.88,0.42,0.83,0.76,0.77,0.69,0.37,0.47,0.37,0.35,0.48,0.39,0.24,0.34,0.31,0.37
d_1,0.88,0.85,0.39,0.79,0.88,0.8,0.4,0.3,0.49,0.42,0.34,0.35,0.31,0.31,0.37,0.2
c_1,0.7,0.86,0.95,0.37,0.91,0.66,0.43,0.5,0.22,0.47,0.33,0.33,0.29,0.36,0.37,0.28
b_1,0.79,0.86,0.82,0.52,0.36,0.92,0.5,0.51,0.35,0.45,0.41,0.54,0.35,0.42,0.35,0.35
a_1,0.81,1.03,0.78,1.01,0.5,0.29,0.51,0.42,0.39,0.37,0.39,0.44,0.33,0.47,0.33,0.39
h_1,0.69,0.79,0.79,0.76,0.6,0.64,0.25,0.43,0.31,0.33,0.33,0.36,0.35,0.31,0.28,0.31
g_1,0.69,0.76,0.76,0.76,0.65,0.92,0.3,0.23,0.32,0.32,0.35,0.31,0.24,0.35,0.38,0.28
d_0,0.43,0.73,0.96,0.9,0.76,0.8,0.43,0.47,0.26,0.32,0.33,0.34,0.27,0.34,0.32,0.35
c_0,0.79,0.85,0.44,1.09,0.68,0.75,0.4,0.37,0.39,0.24,0.34,0.48,0.33,0.38,0.31,0.29
f_0,0.64,0.96,0.7,0.79,0.69,0.74,0.36,0.27,0.31,0.28,0.23,0.32,0.28,0.32,0.39,0.24
b_0,0.69,0.81,0.66,0.9,0.9,0.6,0.39,0.38,0.32,0.18,0.3,0.23,0.3,0.39,0.33,0.28
h_0,0.62,0.84,0.67,0.69,0.71,0.72,0.49,0.39,0.33,0.3,0.31,0.27,0.33,0.27,0.31,0.29
a_0,0.65,1.02,0.78,0.7,0.76,0.97,0.39,0.34,0.29,0.28,0.3,0.2,0.3,0.21,0.3,0.27
e_0,0.83,0.94,0.71,0.66,0.73,0.77,0.38,0.29,0.36,0.33,0.19,0.3,0.27,0.3,0.2,0.28
g_0,0.79,0.7,0.83,0.75,0.65,0.63,0.32,0.51,0.29,0.27,0.31,0.3,0.22,0.32,0.27,0.32
