,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,2.18,0.03,0.02,0.02,0.03,0.02,0.05,0.05,0.14,0.05,0.06,0.05,0.07,0.05,,0.03
f_1,0.05,2.2,0.03,0.03,0.03,0.02,0.06,0.05,0.05,0.05,,0.06,0.08,0.04,0.05,0.08
d_1,0.03,0.03,2.33,0.02,0.03,0.02,0.06,0.06,,0.13,0.05,0.05,0.09,0.04,0.04,0.06
c_1,0.02,0.03,0.03,2.45,0.05,0.02,0.04,0.04,0.06,,0.07,0.05,0.09,0.07,0.05,0.08
b_1,0.03,0.03,0.02,0.02,2.55,0.03,0.07,0.05,0.07,0.08,0.06,,0.08,0.04,0.04,0.06
a_1,0.03,0.04,0.03,0.04,0.03,3.15,0.05,,0.06,0.08,,0.06,,,,0.09
h_1,0.1,0.13,0.12,0.13,0.1,0.08,2.6,0.29,0.25,0.25,0.17,0.13,,0.11,0.21,0.35
g_1,0.12,0.11,0.16,0.06,0.07,,0.17,2.89,0.18,0.18,0.45,0.26,0.27,0.15,0.22,
d_0,0.16,0.15,,0.26,0.16,0.1,0.3,0.21,1.93,0.33,0.33,0.25,0.44,0.22,0.2,0.29
c_0,0.15,0.13,0.14,,0.13,0.11,0.25,0.29,0.22,2.1,0.32,0.54,0.4,0.23,0.16,0.37
f_0,0.11,,0.12,0.16,0.07,,0.35,0.17,0.37,0.29,2.23,0.41,0.38,0.29,0.54,0.43
b_0,0.16,0.14,0.14,0.13,,0.11,0.24,0.24,0.38,0.28,0.28,2.24,0.4,0.42,0.26,0.29
h_0,0.29,0.32,0.19,0.24,0.17,,,0.42,0.55,0.4,0.47,0.44,,0.3,0.22,0.6
a_0,0.15,0.14,0.2,0.11,0.11,,0.28,0.27,0.28,0.18,0.3,0.29,0.51,2.51,0.35,0.28
e_0,,0.19,0.11,0.08,0.14,,0.41,0.24,0.3,0.34,0.22,0.26,0.4,0.34,2.58,0.39
g_0,0.22,0.2,0.4,0.21,0.16,0.12,0.53,,0.39,0.38,0.39,0.34,0.58,0.48,0.34,
