,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.7,1.01,0.93,1.06,0.62,0.47,0.57,0.37,0.41,0.35,0.43,0.36,0.29,,0.28
f_1,1.42,1.0,0.89,0.99,0.92,0.88,0.35,0.44,0.48,0.38,0.47,,0.39,0.23,0.21,0.33
c_1,0.99,1.12,1.0,0.95,1.24,0.91,0.57,0.3,0.5,,0.33,0.39,0.39,0.35,0.27,0.29
d_1,1.08,1.01,1.05,1.0,0.98,0.7,0.46,,0.41,0.69,0.39,0.4,0.36,0.41,0.3,0.23
b_1,0.95,1.09,0.8,1.02,1.0,1.04,0.53,0.48,0.52,0.63,,0.46,0.39,0.39,0.38,0.45
a_1,1.6,1.14,1.1,1.44,0.96,1.0,0.74,0.68,,0.61,0.58,0.48,0.6,,0.43,0.34
h_1,2.14,2.86,1.76,2.19,1.87,1.35,1.0,0.81,1.22,0.71,0.92,0.94,,0.71,0.59,0.67
d_0,1.75,2.26,3.33,,2.1,1.47,1.23,1.0,1.25,0.93,0.86,0.7,0.79,0.67,0.76,0.73
g_1,2.69,2.07,2.01,2.43,1.91,,0.82,0.8,1.0,1.03,0.98,1.23,0.78,,0.91,
c_0,2.45,2.63,,1.45,1.59,1.64,1.41,1.08,0.97,1.0,1.39,0.94,0.71,0.74,,0.73
b_0,2.85,2.11,3.0,2.59,,1.72,1.09,1.16,1.02,0.72,1.0,0.91,0.85,1.04,0.86,0.92
f_0,2.32,,2.54,2.5,2.17,2.1,1.06,1.43,0.81,1.06,1.1,1.0,0.96,1.02,1.17,0.63
h_0,2.79,2.57,2.58,2.78,2.59,1.67,,1.27,1.28,1.41,1.18,1.04,,0.94,0.82,1.2
a_0,3.44,4.32,2.88,2.42,2.6,,1.41,1.5,,1.36,0.96,0.98,1.06,1.0,,0.77
e_0,,4.82,3.65,3.28,2.62,2.31,1.69,1.31,1.1,,1.16,0.86,1.21,,1.0,0.98
g_0,3.53,3.0,3.46,4.44,2.23,2.95,1.48,1.37,,1.37,1.08,1.58,0.83,1.3,1.02,
