,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
e_1,0.45,2.06,4.56,4.91,4.7,5.19,1.37,0.87,1.6,1.02,0.85,1.11,0.54,1.01,0.78,4.15
f_1,4.53,0.43,4.01,4.73,5.12,4.56,0.88,0.89,1.21,0.68,0.84,4.03,0.48,0.76,0.71,0.71
d_1,5.96,4.38,0.42,4.5,3.88,4.24,1.22,5.72,0.76,0.92,1.16,0.76,0.69,0.9,0.38,0.7
c_1,4.22,4.83,5.8,0.42,4.42,4.24,1.48,0.47,1.36,2.64,0.77,0.76,0.54,1.11,0.63,0.72
b_1,4.22,5.59,4.72,2.74,0.4,4.01,1.52,1.07,1.49,1.16,4.43,1.07,0.69,1.36,0.75,1.62
a_1,5.58,9.16,5.56,5.42,2.94,0.33,1.58,1.26,3.13,1.0,1.63,1.32,1.17,7.3,0.94,1.12
h_1,4.63,6.67,4.54,5.22,4.87,5.56,0.35,1.28,1.53,0.96,0.89,0.94,1.82,0.9,0.95,1.2
d_0,3.3,5.54,14.27,5.16,5.75,4.99,1.48,0.46,1.54,1.03,1.12,1.21,0.89,1.02,0.82,1.19
g_1,5.16,7.69,6.18,5.41,6.26,5.79,1.17,1.52,0.31,1.2,1.17,0.95,0.66,0.84,2.12,1.45
c_0,5.28,6.44,3.15,20.18,5.96,5.01,1.95,1.47,1.76,0.45,1.35,1.15,0.98,1.24,0.99,1.11
b_0,5.92,6.43,4.8,7.82,18.64,5.38,2.19,1.04,1.63,0.63,0.38,1.18,0.77,1.12,0.77,1.0
f_0,6.29,22.21,5.17,6.89,5.42,5.07,1.82,1.46,0.98,1.31,1.12,0.4,1.02,0.86,0.54,1.18
h_0,6.45,7.06,6.75,6.56,8.19,7.78,4.24,1.35,2.18,1.29,1.12,1.31,3.24,1.06,1.02,1.32
a_0,5.55,7.82,7.2,8.77,11.01,,1.77,1.81,1.97,1.46,0.64,1.12,1.01,0.35,1.24,1.26
g_0,7.81,8.15,6.96,6.99,7.87,9.74,1.32,1.91,4.24,1.59,1.68,1.14,1.02,1.28,1.95,1.65
e_0,17.46,15.67,7.33,6.01,6.69,6.45,1.99,1.31,1.97,1.52,1.74,0.68,0.8,1.25,1.0,0.33
