,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,0.9,1.22,0.96,0.89,0.63,0.39,0.45,0.38,0.45,0.39,0.38,0.3,0.34,0.27,0.32
d_1,1.11,1.0,1.0,0.91,0.84,0.72,0.48,0.38,0.54,0.42,0.42,0.39,0.32,0.37,0.36,0.23
e_1,0.82,1.0,1.0,1.13,0.95,0.78,0.49,0.52,0.44,0.63,0.43,0.48,0.4,0.35,0.37,0.36
c_1,1.04,1.07,0.87,1.0,1.35,0.73,0.46,0.45,0.38,0.34,0.35,0.38,0.4,0.33,0.34,0.35
b_1,1.12,1.2,1.07,0.74,1.0,1.16,0.57,0.47,0.52,0.47,0.46,0.45,0.41,0.36,0.4,0.41
a_1,1.58,1.38,1.32,1.38,0.87,1.0,0.7,0.64,0.65,0.56,0.65,0.58,0.56,0.46,0.47,0.45
h_1,2.61,2.13,1.97,2.12,1.73,1.34,1.0,1.12,0.92,0.84,0.9,0.81,0.87,0.82,0.7,0.82
g_1,2.24,2.71,1.88,2.19,2.08,1.55,0.91,1.0,0.94,0.85,0.92,1.1,0.63,0.76,0.78,0.77
c_0,2.64,1.96,2.23,2.84,1.9,1.48,1.11,1.09,1.0,1.14,1.2,0.93,0.86,0.93,0.74,0.73
d_0,2.08,2.47,1.6,3.06,2.09,1.65,1.18,1.12,0.85,1.0,1.03,0.92,0.81,0.83,0.75,0.79
b_0,2.53,2.38,2.33,3.03,2.05,1.48,1.14,1.08,0.83,0.99,1.0,0.94,0.92,1.25,0.76,0.73
f_0,2.57,2.62,2.09,2.67,2.13,1.7,1.22,0.88,1.08,1.17,1.07,1.0,0.95,0.91,1.28,0.64
h_0,3.36,3.04,2.64,2.44,2.39,1.86,1.17,1.55,1.15,1.14,1.09,1.03,1.0,0.89,0.91,0.99
a_0,2.85,2.65,2.84,2.99,2.72,2.14,1.2,1.3,1.07,1.2,0.86,1.09,1.09,1.0,0.97,0.91
e_0,3.58,2.68,2.9,2.88,2.63,2.1,1.46,1.25,1.35,1.24,1.28,0.78,1.11,1.06,1.0,0.86
g_0,3.12,4.23,2.9,3.0,2.39,2.12,1.2,1.36,1.31,1.24,1.31,1.5,1.02,1.13,1.19,1.0
