,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,5.79,1.77,1.22,1.98,1.42,1.17,5.73,4.55,12.67,7.17,8.11,6.24,10.93,9.36,3.79,9.83
f_1,2.56,5.84,1.6,1.4,1.33,1.51,5.25,5.48,6.0,5.83,6.98,2.61,9.94,6.24,4.76,9.48
d_1,1.43,1.64,6.37,1.25,1.44,1.84,5.19,6.65,3.18,13.65,8.64,7.33,11.24,6.17,9.2,11.62
c_1,1.3,1.51,1.42,6.82,3.05,1.36,4.97,5.26,6.91,2.73,4.68,7.39,10.7,6.96,8.14,9.63
b_1,1.48,1.5,1.66,1.49,7.6,2.87,4.94,5.04,6.26,6.58,4.1,7.56,10.92,5.23,6.14,9.44
a_1,1.51,1.67,1.75,1.37,1.23,11.98,6.79,5.52,6.92,7.72,8.41,9.33,12.36,4.02,8.98,10.76
h_1,1.71,2.66,2.08,1.69,1.69,1.68,17.68,8.42,7.27,7.99,8.65,8.21,7.23,7.05,7.44,17.43
g_1,1.42,1.53,3.09,1.85,1.79,1.62,6.49,19.15,7.71,9.41,11.37,13.79,12.28,8.88,9.69,11.64
d_0,1.67,2.05,0.89,3.77,1.87,1.44,8.44,6.84,16.05,4.74,7.48,10.09,12.78,9.96,9.07,14.53
c_0,1.89,2.22,1.88,1.5,1.17,1.6,7.81,7.79,9.48,15.65,16.79,10.01,14.24,12.98,10.14,16.66
b_0,1.97,2.06,1.87,2.0,0.99,1.6,7.89,7.33,9.2,8.15,18.13,8.53,14.13,20.8,9.57,14.71
f_0,1.37,1.38,2.08,2.2,2.11,1.65,5.92,7.05,9.33,8.6,10.12,20.69,16.55,9.53,24.45,14.71
h_0,1.62,2.38,2.06,2.03,1.85,1.77,5.3,7.57,8.24,8.62,8.24,9.53,8.89,9.8,9.73,21.24
a_0,1.58,2.24,1.9,2.17,1.95,0.91,7.87,6.32,7.9,7.87,10.35,7.96,15.07,24.06,9.1,12.58
e_0,1.15,1.75,2.37,2.13,2.15,1.75,6.71,7.77,10.24,9.78,10.0,10.4,15.08,7.91,26.2,16.32
g_0,1.42,1.4,3.25,1.91,1.84,1.79,7.74,5.47,6.45,8.43,6.62,15.1,12.65,8.84,11.13,11.41
