,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
e_1,0.42,2.31,3.92,3.6,3.39,3.79,2.47,1.67,1.38,1.69,1.4,1.96,1.55,1.56,,1.44
f_1,4.43,0.41,3.21,3.85,3.47,3.89,1.42,1.47,1.78,2.04,1.48,,1.56,1.06,1.53,1.33
c_1,3.02,4.08,0.4,4.45,3.55,3.16,1.98,1.07,,1.7,1.57,1.65,1.47,1.24,1.97,1.47
d_1,4.05,3.73,2.9,0.4,3.22,5.49,2.05,,1.53,1.34,1.57,1.91,1.71,1.49,1.28,0.89
b_1,3.67,3.79,2.35,3.6,0.38,5.48,1.75,1.47,1.83,2.07,,1.51,1.89,1.32,1.51,1.31
a_1,3.21,3.39,3.79,3.36,2.53,0.3,1.81,1.52,1.6,1.97,1.63,1.6,,1.52,,1.74
h_1,1.49,2.11,2.05,1.48,1.86,1.47,0.26,0.91,0.91,1.12,0.82,0.82,0.78,,0.63,0.68
d_0,1.1,1.53,1.88,,1.75,1.41,0.78,0.29,0.9,0.97,0.9,0.69,0.55,0.6,0.6,0.72
c_0,1.92,1.44,,1.3,1.59,1.93,0.73,0.64,0.28,0.93,0.81,0.75,0.53,0.6,0.58,0.52
g_1,2.82,2.4,2.11,1.96,1.72,1.83,0.63,0.97,0.66,0.23,0.76,0.95,0.84,0.5,,
b_0,1.86,1.89,2.05,1.52,,1.63,0.89,0.76,0.4,0.79,0.25,0.61,1.07,0.58,,0.64
f_0,1.26,,1.49,1.4,1.98,2.04,0.94,0.76,0.69,0.61,0.84,0.25,1.01,0.68,0.99,0.38
a_0,1.77,1.63,1.68,1.49,1.77,,0.91,0.89,0.7,0.79,0.4,0.59,0.23,,,0.48
h_0,1.31,1.44,1.27,1.03,1.17,1.11,,0.62,0.58,0.72,0.63,0.46,,,0.61,0.62
e_0,,1.47,1.28,1.51,2.19,,0.87,0.72,0.86,,,0.45,,0.47,0.21,
g_0,1.34,1.14,1.34,1.67,1.17,0.91,0.65,0.68,0.74,,0.51,0.74,0.76,0.32,,
