,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.43,0.58,0.95,1.08,0.95,0.8,0.26,0.31,0.21,0.19,0.18,0.24,0.14,0.2,0.26,0.15
f_1,0.84,0.42,0.86,0.94,0.83,0.76,0.2,0.28,0.2,0.18,0.19,0.26,0.11,0.15,0.22,0.16
d_1,1.13,0.95,0.41,0.95,0.84,0.81,0.22,0.17,0.31,0.19,0.2,0.19,0.12,0.2,0.17,0.09
c_1,0.8,1.01,1.24,0.4,1.05,0.96,0.29,0.27,0.13,0.24,0.19,0.2,0.14,0.19,0.17,0.14
b_1,1.05,1.21,1.2,0.6,0.38,1.25,0.31,0.31,0.2,0.29,0.29,0.21,0.16,0.23,0.19,0.15
a_1,1.64,1.41,1.19,1.27,0.72,0.3,0.42,0.42,0.37,0.33,0.36,0.32,0.23,0.47,0.27,0.2
h_1,1.68,1.73,1.89,1.9,1.8,1.56,0.28,0.52,0.38,0.41,0.35,0.45,0.33,0.31,0.36,0.27
g_1,2.01,2.0,1.6,1.91,1.88,1.61,0.45,0.27,0.44,0.4,0.37,0.4,0.22,0.36,0.39,0.29
d_0,1.25,1.86,2.65,2.12,1.95,1.8,0.61,0.57,0.3,0.41,0.4,0.41,0.31,0.41,0.39,0.35
c_0,2.12,2.02,1.2,2.92,1.95,1.53,0.55,0.51,0.81,0.3,0.42,0.46,0.28,0.45,0.37,0.26
b_0,2.08,2.15,1.56,3.43,2.4,1.71,0.57,0.52,0.61,0.26,0.29,0.42,0.36,0.42,0.41,0.34
f_0,2.28,2.92,1.95,1.98,1.94,1.95,0.62,0.39,0.46,0.41,0.45,0.27,0.3,0.48,0.35,0.19
h_0,2.3,2.46,2.24,2.29,2.37,1.92,0.84,0.65,0.54,0.48,0.46,0.4,0.41,0.46,0.4,0.32
a_0,2.12,2.58,2.29,2.86,2.56,2.9,0.76,0.7,0.5,0.4,0.29,0.5,0.33,0.26,0.55,0.35
e_0,3.55,3.64,2.03,2.37,2.42,1.96,0.81,0.6,0.56,0.5,0.52,0.28,0.37,0.58,0.25,0.27
g_0,2.7,2.77,2.74,2.81,2.54,2.45,0.62,0.69,0.63,0.58,0.53,0.51,0.3,0.6,0.48,0.46
