,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.05,1.96,1.61,1.64,1.56,1.14,0.47,0.65,0.47,0.46,0.45,0.47,0.29,0.42,0.31,0.41
e_1,1.16,1.05,1.76,2.05,1.64,1.51,0.7,0.7,0.62,0.5,0.58,0.65,0.42,0.45,0.52,0.38
d_1,2.02,1.91,1.05,1.63,1.81,1.38,0.65,0.48,0.74,0.59,0.51,0.52,0.39,0.51,0.46,0.28
c_1,1.82,1.5,2.41,1.05,2.21,1.4,0.82,0.69,0.36,0.69,0.5,0.58,0.39,0.48,0.44,0.38
b_1,2.36,2.18,2.1,1.23,1.06,2.45,0.85,0.71,0.61,0.73,0.73,0.59,0.48,0.49,0.62,0.43
a_1,3.5,2.81,3.02,2.91,1.4,1.07,1.07,1.05,0.9,0.92,1.09,0.76,0.84,0.95,0.73,0.52
h_1,5.39,5.13,4.36,4.78,4.43,3.58,1.27,1.72,1.55,1.41,1.38,1.27,1.26,1.11,1.01,1.09
g_1,6.15,5.47,5.67,5.48,5.64,4.84,1.98,1.29,1.6,1.81,1.81,1.7,1.06,1.47,1.33,1.24
d_0,5.9,3.89,7.02,6.8,5.78,4.59,2.32,2.84,1.46,1.58,1.84,1.72,1.41,1.51,1.46,1.4
c_0,6.97,6.54,3.95,7.43,5.22,4.6,2.18,1.96,2.57,1.36,1.83,1.54,1.34,1.57,1.39,1.09
b_0,7.03,5.69,5.72,8.59,6.87,4.58,2.42,2.02,1.72,1.23,1.39,1.55,1.48,1.77,1.53,1.24
f_0,9.92,6.35,6.61,7.01,6.77,5.2,2.9,1.67,2.19,2.2,2.13,1.38,1.49,1.84,1.81,1.0
h_0,9.29,7.26,7.94,8.72,8.05,5.53,3.35,2.74,2.16,2.47,2.1,2.13,2.11,1.82,1.9,1.77
a_0,8.94,7.8,7.67,8.53,9.07,9.55,3.44,2.86,2.39,2.2,1.53,2.18,1.85,1.53,2.01,1.83
e_0,12.97,10.42,9.27,9.96,8.63,6.97,4.13,3.42,2.76,2.86,2.54,1.63,1.89,2.29,1.57,1.82
g_0,11.0,10.22,10.21,11.77,11.29,10.6,3.18,3.88,2.97,3.06,3.0,3.1,1.91,2.3,2.53,2.26
