,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.37,0.21,0.25,0.32,0.23,0.31,0.47,0.59,1.02,0.63,0.59,0.54,0.85,0.57,,0.67
f_1,0.42,2.42,0.26,0.33,0.25,0.3,0.49,0.56,0.55,0.64,0.53,,0.81,0.6,0.6,0.77
d_1,0.31,0.31,2.51,0.24,0.31,0.28,0.47,0.43,,0.87,0.68,0.61,0.86,0.57,0.55,0.66
c_1,0.22,0.26,0.26,2.61,0.48,0.29,0.59,0.54,0.53,,0.59,0.55,0.71,0.65,0.72,0.93
b_1,0.31,0.31,0.27,0.24,2.68,0.45,0.63,0.5,0.6,0.63,,0.55,0.86,,0.72,0.67
a_1,0.25,0.27,0.28,0.29,0.18,3.25,0.63,0.54,0.67,0.7,0.57,0.65,0.89,,,
h_1,0.55,0.76,0.54,0.51,0.46,0.43,3.85,1.52,1.0,1.05,0.94,1.02,,1.16,1.2,2.14
g_1,0.38,0.44,0.8,0.4,0.58,0.47,0.97,4.11,1.21,1.22,1.26,2.32,1.27,0.93,0.95,
d_0,0.53,0.63,,0.99,0.62,0.72,1.23,1.04,3.45,1.24,1.38,1.41,1.92,1.44,1.4,1.26
c_0,0.6,0.61,0.56,,0.45,0.48,1.45,1.26,1.32,3.49,2.49,1.17,1.51,1.61,1.4,1.46
b_0,0.62,0.65,0.6,0.61,,0.6,1.23,0.88,1.5,1.23,3.77,1.51,1.83,2.12,1.46,1.55
f_0,0.7,,0.72,0.75,0.65,0.54,1.45,0.7,1.49,1.42,1.51,3.65,1.28,1.26,2.39,1.3
h_0,0.7,0.96,0.75,0.74,0.7,0.59,,1.68,1.51,1.84,1.45,1.89,,1.85,1.32,3.1
a_0,0.65,0.73,0.6,0.51,,,1.45,1.32,0.91,1.55,1.09,1.26,1.48,4.62,,
e_0,,0.51,0.61,0.48,0.5,,1.38,2.02,1.52,1.26,1.03,1.38,2.37,,4.39,1.75
g_0,0.86,0.67,1.03,0.63,1.06,,1.04,,1.78,1.75,1.37,2.45,1.76,,2.17,
