,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,0.88,0.1,0.05,0.1,0.08,0.04,0.09,0.06,0.15,0.08,0.06,0.07,0.08,0.05,0.01,0.05
f_1,0.18,0.88,0.08,0.08,0.05,0.05,0.06,0.05,0.06,0.08,0.01,0.07,0.07,0.04,0.04,0.05
d_1,0.08,0.09,0.88,0.07,0.08,0.05,0.08,0.07,0.02,0.14,0.06,0.08,0.09,0.05,0.04,0.05
c_1,0.08,0.08,0.09,0.88,0.13,0.04,0.08,0.05,0.08,0.01,0.07,0.06,0.08,0.05,0.04,0.06
b_1,0.08,0.08,0.09,0.06,0.87,0.1,0.06,0.07,0.08,0.07,0.09,0.01,0.08,0.04,0.04,0.06
a_1,0.09,0.09,0.1,0.06,0.07,0.87,0.09,0.07,0.07,0.08,0.07,0.06,0.08,0.01,0.06,0.05
h_1,0.13,0.22,0.14,0.14,0.14,0.08,0.53,0.14,0.13,0.09,0.1,0.12,0.04,0.06,0.08,0.14
g_1,0.14,0.13,0.2,0.16,0.16,0.08,0.13,0.51,0.09,0.13,0.19,0.09,0.08,0.08,0.07,0.03
d_0,0.13,0.18,0.05,0.27,0.13,0.09,0.15,0.13,0.38,0.11,0.09,0.12,0.13,0.06,0.07,0.11
c_0,0.2,0.19,0.18,0.05,0.1,0.09,0.16,0.11,0.12,0.34,0.11,0.23,0.11,0.1,0.07,0.1
f_0,0.12,0.08,0.16,0.19,0.21,0.08,0.14,0.13,0.14,0.09,0.38,0.08,0.13,0.08,0.16,0.14
b_0,0.13,0.18,0.17,0.18,0.05,0.06,0.12,0.12,0.15,0.15,0.13,0.39,0.18,0.16,0.09,0.11
h_0,0.15,0.24,0.15,0.13,0.13,0.09,0.06,0.15,0.15,0.11,0.13,0.11,0.04,0.08,0.07,0.13
a_0,0.17,0.17,0.15,0.13,0.18,,0.12,0.15,0.11,0.12,0.13,0.1,0.14,0.38,0.07,0.14
e_0,0.04,0.2,0.21,0.14,0.13,0.09,0.16,0.13,0.16,0.15,0.11,0.11,0.16,0.08,0.35,0.1
g_0,0.11,0.15,0.27,0.14,0.13,0.08,0.11,0.06,0.1,0.11,0.21,0.11,0.13,0.05,0.09,0.05
