,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,0.66,0.7,0.91,1.04,0.94,0.78,0.43,0.41,0.34,0.41,0.37,0.43,0.29,0.3,0.34,0.39
f_1,1.01,0.66,0.92,0.9,0.86,0.75,0.35,0.36,0.31,0.45,0.32,0.35,0.21,0.32,0.28,0.26
d_1,1.08,1.04,0.64,0.92,0.87,0.88,0.43,0.4,0.4,0.33,0.36,0.33,0.27,0.31,0.2,0.33
c_1,0.84,1.04,1.23,0.63,1.16,0.82,0.45,0.25,0.42,0.41,0.33,0.33,0.29,0.34,0.28,0.34
b_1,1.05,1.15,1.25,0.68,0.61,1.23,0.48,0.39,0.5,0.51,0.48,0.35,0.33,0.32,0.3,0.31
a_1,1.37,1.39,1.22,1.24,0.69,0.56,0.55,0.48,0.43,0.59,0.53,0.39,0.36,0.5,0.37,0.35
h_1,1.5,1.67,1.44,1.61,1.45,1.29,0.54,0.58,0.49,0.67,0.55,0.52,0.52,0.44,0.51,0.49
d_0,1.25,1.68,1.93,2.0,1.74,1.54,0.78,0.55,0.6,0.74,0.68,0.65,0.52,0.52,0.55,0.6
c_0,1.85,1.98,1.17,2.16,1.69,1.63,0.91,0.84,0.54,0.71,0.7,0.65,0.54,0.64,0.46,0.59
g_1,1.82,1.83,1.74,1.95,1.74,1.5,0.7,0.73,0.65,0.5,0.65,0.68,0.45,0.59,0.54,0.62
b_0,1.71,1.84,1.5,2.3,2.04,1.49,0.91,0.69,0.46,0.75,0.53,0.6,0.49,0.68,0.5,0.67
f_0,1.76,2.25,1.76,1.93,1.96,1.75,0.86,0.68,0.66,0.58,0.66,0.53,0.62,0.63,0.36,0.66
h_0,1.99,2.32,1.99,2.19,1.96,1.72,0.95,0.8,0.7,0.9,0.72,0.67,0.71,0.66,0.61,0.6
a_0,2.17,2.15,2.05,2.14,2.67,2.16,1.09,0.91,0.65,0.87,0.5,0.77,0.59,0.52,0.54,0.81
g_0,2.11,2.32,2.32,2.16,2.08,1.71,0.82,0.85,0.79,1.08,0.88,0.88,0.56,0.87,0.65,0.84
e_0,2.45,2.82,2.03,2.15,2.19,1.89,1.02,0.79,0.75,0.86,0.75,0.5,0.7,0.78,0.48,0.5
