,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
e_1,98.87,30.72,41.05,63.2,79.64,197.98,6919.29,18588.26,9881.27,13421.91,17555.51,21338.23,61093.22,65036.25,105807.67,40057.63
f_1,47.03,113.09,41.58,46.92,71.52,133.08,5632.53,10553.91,10543.2,12550.55,16301.96,8070.39,58066.92,70039.42,87582.65,55399.21
d_1,31.91,36.64,123.61,43.41,69.2,150.41,5871.99,5167.81,11798.25,20668.9,15284.34,18491.12,47610.72,78560.18,78578.32,68003.7
c_1,22.33,33.13,33.57,152.57,119.55,124.63,5859.67,9363.66,8606.28,6160.02,14530.23,13222.97,49704.17,63776.96,80553.01,58760.68
b_1,20.98,27.36,31.49,33.01,210.39,264.92,4503.88,10127.91,7515.78,10894.68,6846.29,15504.36,34021.21,60106.74,54971.25,84838.37
a_1,17.28,26.86,21.26,37.64,33.57,446.1,3133.87,6832.27,6640.58,6824.93,7554.64,9562.76,29941.1,13929.64,57194.74,43606.12
h_1,7.64,13.61,11.35,13.59,18.04,63.22,3662.04,3147.82,3889.79,3671.39,5110.09,4829.87,9133.82,19912.17,37821.76,32063.72
d_0,6.51,10.07,5.31,21.85,17.04,44.79,1716.17,4582.11,2404.58,2601.05,4103.31,4898.91,15540.48,19768.94,23815.72,21586.78
g_1,7.36,8.15,12.76,11.87,17.78,29.23,1288.08,2582.42,5959.47,2944.72,4217.41,5254.69,12418.43,17810.35,14046.15,20354.34
c_0,7.05,9.87,8.75,8.37,13.8,51.87,1808.09,2357.75,2683.56,5395.64,6634.76,5802.38,16277.47,18933.18,30569.84,22046.12
b_0,6.9,7.78,10.12,11.26,9.28,45.35,1373.66,2701.85,2335.08,2415.31,6601.65,4251.2,13063.03,25963.09,22290.6,18948.31
f_0,5.67,5.99,8.67,14.09,14.8,45.26,1358.45,2516.68,2474.93,2497.8,3866.06,7087.48,12730.26,20679.71,20466.15,29034.54
h_0,4.71,6.95,7.01,8.42,12.58,24.75,627.96,1549.67,2239.57,1691.65,3055.41,2866.81,5615.0,11034.83,16126.59,12374.22
a_0,4.17,5.79,5.63,7.22,9.28,,825.32,1454.6,1613.65,1644.85,2452.81,2447.16,9421.91,21542.76,13427.46,12203.72
g_0,3.7,4.07,7.71,6.72,10.82,22.19,652.03,1309.92,986.61,1187.04,2023.09,3442.31,6553.38,9468.24,8987.38,12930.48
e_0,1.8,5.5,6.04,9.81,8.52,28.38,580.24,1182.15,1282.13,1539.29,2157.35,2419.42,6453.96,10389.65,11528.68,22210.27
