,f_1,e_1,c_1,d_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,94.29,115.51,97.1,108.02,147.86,505.26,12207.57,21929.04,27098.14,39670.91,54262.85,45008.48,80246.66,125191.39,225853.07,203506.45
e_1,57.18,110.71,107.72,96.41,183.85,546.03,12746.88,20480.69,35126.94,37941.03,52535.96,54927.87,88757.94,120531.05,232910.09,211802.97
c_1,57.48,60.99,127.48,94.04,241.14,536.45,12568.0,19697.72,18189.93,26386.98,37072.99,50642.74,74137.28,104304.25,209932.71,216718.88
d_1,59.25,69.89,68.62,144.37,140.55,484.96,11368.95,18705.86,17990.86,50924.21,55211.63,51326.28,78845.34,111470.21,193746.02,223890.92
b_1,53.44,50.0,63.69,76.96,215.79,657.53,10307.44,15860.08,16822.12,28787.98,35877.38,40037.09,64775.22,74981.72,181106.02,151517.44
a_1,36.64,37.27,46.09,50.95,76.8,562.04,7097.07,10887.22,13068.75,18845.33,26546.06,27348.85,49208.24,57462.96,124087.76,100627.17
h_1,17.36,16.82,18.7,25.95,34.84,115.83,3864.82,5082.23,5118.73,8396.8,12917.11,10821.47,18506.34,25832.39,59930.04,50064.0
g_1,11.29,14.1,16.2,25.86,30.91,104.84,2487.78,5725.12,4356.08,7607.26,11411.53,13366.78,16442.06,26172.46,42159.7,53660.48
d_0,11.14,11.93,26.43,17.3,37.39,89.93,2559.68,4502.12,5502.95,5451.95,9599.0,11248.5,16669.67,24556.15,43039.62,50854.28
c_0,10.69,13.03,15.31,17.09,22.11,92.03,2071.67,3657.39,4551.22,7913.47,14023.47,9716.72,16412.3,27141.22,43875.54,47429.85
b_0,9.83,11.54,14.22,17.18,19.35,81.56,1945.35,3231.68,3389.17,5238.64,10383.12,8063.6,13087.54,29767.36,36411.54,39226.84
f_0,9.27,9.57,13.28,17.26,24.47,73.87,2056.82,3228.45,3589.19,6263.5,9069.64,10863.15,14535.85,20169.17,33383.89,62415.97
h_0,9.76,9.86,12.51,15.03,22.83,65.53,1575.01,3514.92,3089.93,5111.63,7520.25,7091.79,10141.07,16842.3,34363.25,31700.67
a_0,7.41,8.8,11.03,13.16,18.48,45.19,1559.39,2525.3,2402.83,3672.23,5514.58,6676.03,9700.42,19619.73,25798.58,32140.27
g_0,6.19,6.81,8.54,13.48,15.57,48.06,1198.73,1995.69,1887.95,3606.12,5705.78,7083.17,8256.19,12580.51,20373.25,28771.48
e_0,5.92,5.71,8.57,9.85,18.33,52.91,1267.0,2013.71,2151.14,3109.75,5876.81,4502.23,8570.82,10920.94,20073.79,33390.21
