,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.43,2.34,1.57,1.58,1.57,1.48,2.92,2.93,3.76,3.34,3.76,2.92,4.01,3.48,2.89,4.53
e_1,1.56,2.45,1.52,2.05,1.72,1.71,3.26,3.2,5.32,3.8,3.52,3.87,4.43,3.92,3.38,4.79
d_1,1.81,1.65,2.6,1.49,1.6,1.59,3.32,3.02,3.21,5.4,4.24,3.76,4.66,4.27,4.25,4.65
c_1,1.7,1.46,1.69,2.61,2.51,1.7,3.23,3.51,3.24,2.61,2.59,3.5,4.42,3.61,3.89,3.85
b_1,1.68,1.56,1.72,1.54,2.76,2.89,3.07,3.19,3.42,3.66,3.14,3.89,4.63,3.1,3.86,4.24
a_1,1.84,1.58,1.76,1.8,1.44,3.37,3.54,3.49,3.73,3.9,3.67,3.83,4.94,3.91,3.83,4.82
h_1,2.08,1.72,1.86,1.65,1.62,1.59,4.31,4.06,3.45,3.54,3.85,3.94,4.07,3.46,3.97,5.62
g_1,1.56,1.42,2.39,1.69,1.79,1.67,3.2,4.8,3.23,3.69,3.47,4.82,4.4,3.89,4.51,4.51
d_0,1.73,1.53,1.46,2.58,1.9,1.77,3.49,3.45,4.32,2.74,3.3,3.96,4.56,3.47,4.09,4.43
c_0,1.85,1.85,1.78,1.73,1.36,1.59,3.66,3.62,4.12,4.64,5.9,3.98,5.32,5.11,4.13,5.59
b_0,1.74,1.83,1.8,1.98,1.47,1.56,3.56,3.61,4.17,3.46,4.75,3.72,4.9,6.31,3.9,5.05
f_0,1.54,1.36,1.93,1.96,1.79,2.06,3.48,3.62,3.46,3.36,3.99,5.09,5.15,4.4,6.97,4.87
h_0,2.06,1.73,1.82,1.64,1.63,1.63,3.21,4.03,3.39,3.57,3.75,3.74,4.38,3.74,3.84,5.56
a_0,1.84,1.65,1.69,1.79,1.84,1.73,3.76,3.72,4.13,3.33,3.43,3.8,4.82,5.49,3.89,5.01
e_0,2.0,1.5,1.69,1.74,1.91,1.87,3.39,3.5,3.54,3.51,4.09,3.61,5.26,4.13,5.67,4.77
g_0,1.67,1.67,2.17,1.8,1.62,1.68,3.17,3.44,3.52,3.51,4.14,5.28,4.46,3.84,4.55,4.6
