,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.76,0.97,1.16,1.03,0.8,0.69,0.82,0.6,0.84,0.7,0.73,0.58,0.6,0.6,0.62
f_1,1.31,1.0,0.91,0.99,0.85,0.66,0.62,0.65,0.58,0.62,0.61,0.46,0.47,0.57,0.5,0.59
d_1,1.03,1.1,1.0,0.84,0.96,0.92,0.73,0.57,0.86,0.73,0.67,0.57,0.59,0.6,0.62,0.44
c_1,0.87,1.01,1.2,1.0,1.41,0.84,0.7,0.62,0.56,0.48,0.54,0.65,0.58,0.64,0.56,0.56
b_1,0.97,1.16,1.04,0.71,1.0,1.44,0.87,0.72,0.78,0.68,0.68,0.69,0.77,0.46,0.61,0.6
a_1,1.24,1.51,1.09,1.18,0.69,1.0,0.89,0.79,0.76,0.91,0.81,0.63,0.75,0.92,0.68,0.74
h_1,1.44,1.64,1.36,1.43,1.15,1.1,1.0,1.16,0.9,0.87,0.89,0.86,0.74,0.84,0.67,0.95
g_1,1.27,1.43,1.81,1.59,1.46,1.25,0.84,1.0,1.04,0.88,0.85,1.11,0.83,0.79,0.83,0.75
c_0,1.65,1.66,1.16,1.94,1.18,1.35,1.13,0.96,1.0,1.2,1.37,0.98,0.88,0.93,0.88,0.86
d_0,1.22,1.54,1.38,2.04,1.52,1.07,1.13,1.14,0.86,1.0,1.08,1.05,0.96,0.77,0.79,0.98
b_0,1.43,1.65,1.56,1.85,1.37,1.18,1.16,1.17,0.73,0.91,1.0,0.92,0.92,1.24,0.89,0.78
f_0,1.39,2.08,1.74,1.62,1.48,1.51,1.16,0.97,1.03,1.02,1.1,1.0,1.11,0.87,1.28,0.67
h_0,1.8,2.07,1.77,1.7,1.26,1.3,1.3,1.25,1.09,1.07,1.12,0.89,1.0,0.79,0.99,1.23
a_0,1.68,1.73,1.7,1.57,2.06,1.18,1.22,1.28,1.05,1.26,0.84,1.15,1.27,1.0,0.93,0.89
e_0,1.68,2.04,1.64,1.69,1.61,1.56,1.44,1.12,1.18,1.26,1.14,0.79,1.02,1.01,1.0,1.16
g_0,1.53,1.78,2.18,1.86,1.74,1.28,1.04,1.24,1.13,1.01,1.34,1.53,0.82,1.08,0.92,1.0
