,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.15,43.57,92.39,74.41,75.94,96.0,20.6,13.84,16.82,17.65,18.34,22.82,10.55,13.73,18.61,
f_1,83.15,1.15,83.15,76.27,75.94,73.85,15.82,16.88,16.4,27.27,16.31,,7.57,15.52,13.4,
d_1,130.27,90.26,1.15,113.0,83.06,91.43,31.64,,14.91,14.63,17.79,15.21,13.37,14.87,8.82,15.0
c_1,93.05,99.76,114.69,1.15,120.82,120.0,30.55,10.98,,26.09,29.35,17.31,12.94,29.75,12.41,12.69
b_1,102.84,99.76,133.04,64.91,1.15,120.0,28.58,25.63,29.82,,,19.31,17.43,19.83,15.95,25.38
a_1,177.64,135.39,158.38,203.4,126.57,1.15,30.55,38.44,34.53,54.55,41.93,,21.11,,22.33,
h_1,78.16,90.26,103.94,74.41,83.06,87.27,2.0,18.21,14.26,30.0,16.31,17.31,,16.23,19.71,20.62
d_0,52.81,97.21,,63.56,68.15,80.0,23.32,3.09,21.16,30.0,20.24,15.21,12.94,13.73,13.96,27.5
c_0,130.27,88.16,48.2,,78.18,76.8,27.69,19.22,2.94,24.0,21.74,17.93,12.94,27.46,10.81,
g_1,126.06,189.55,103.94,160.58,,112.94,29.53,28.83,32.8,2.0,27.95,22.82,13.37,,,
b_0,93.05,97.21,127.92,169.5,,112.94,28.58,22.32,11.51,31.58,2.92,26.42,11.14,27.46,13.4,25.38
f_0,195.4,,110.87,145.29,189.86,,26.85,18.21,21.87,16.67,20.96,3.18,22.28,22.31,9.05,23.57
h_0,90.88,108.31,81.12,122.04,110.75,96.0,,15.04,26.24,35.29,15.45,22.82,,21.0,11.96,17.37
a_0,162.83,164.83,184.78,152.55,204.46,,68.15,46.13,41.0,,18.34,33.47,36.45,2.93,22.33,
g_0,139.57,164.83,107.29,122.04,156.35,137.14,26.06,31.45,21.16,,21.74,27.89,11.79,27.46,,18.33
e_0,,,221.73,152.55,147.67,,55.38,36.42,,,45.15,14.34,25.06,,23.93,2.95
