,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.28,1.1,1.32,1.37,2.94,16.58,24.84,32.86,34.07,40.1,40.44,65.5,75.33,89.29,104.68
e_1,0.79,1.0,1.06,1.4,1.52,3.45,18.62,25.72,31.87,46.33,39.77,44.65,76.35,87.58,102.01,113.25
d_1,0.87,0.94,1.0,0.93,1.07,2.61,15.49,28.34,21.37,33.22,39.69,38.71,64.83,70.58,91.89,75.93
c_1,0.75,0.73,1.06,1.0,1.46,2.4,15.05,16.98,24.78,19.89,27.26,32.85,57.41,62.73,73.44,81.52
b_1,0.75,0.66,0.95,0.69,1.0,3.31,13.93,20.03,22.6,23.48,29.54,26.95,55.79,48.6,68.22,79.09
a_1,0.33,0.3,0.37,0.42,0.31,1.0,6.63,8.83,10.1,10.85,16.29,12.91,23.02,28.51,29.69,36.52
h_1,0.06,0.06,0.06,0.07,0.07,0.15,1.0,1.43,1.95,2.12,2.47,2.39,3.96,4.04,5.07,6.49
c_0,0.04,0.04,0.04,0.06,0.05,0.11,0.7,1.0,1.02,1.48,2.07,1.61,2.79,3.51,3.74,3.74
g_1,0.03,0.03,0.05,0.04,0.04,0.1,0.54,0.92,1.0,1.15,1.26,1.64,2.25,2.86,3.45,3.44
d_0,0.03,0.02,0.03,0.05,0.04,0.09,0.49,0.65,0.89,1.0,1.12,1.16,2.11,2.5,2.51,3.04
b_0,0.02,0.02,0.03,0.04,0.04,0.06,0.39,0.51,0.8,0.92,1.0,0.97,1.81,2.72,2.51,2.87
f_0,0.02,0.02,0.03,0.03,0.04,0.08,0.44,0.63,0.63,0.82,1.07,1.0,1.94,2.11,3.17,2.0
h_0,0.01,0.01,0.02,0.02,0.02,0.04,0.24,0.37,0.46,0.47,0.55,0.53,1.0,1.07,1.29,1.71
a_0,0.01,0.01,0.01,0.02,0.02,0.04,0.25,0.28,0.39,0.41,0.4,0.48,0.94,1.0,1.1,1.35
e_0,0.01,0.01,0.01,0.01,0.01,0.03,0.19,0.24,0.3,0.39,0.41,0.31,0.78,0.84,1.0,1.13
g_0,0.01,0.01,0.01,0.01,0.01,0.03,0.15,0.27,0.3,0.33,0.37,0.5,0.58,0.74,0.9,1.0
