,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,d_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
f_1,13711.01,10242.06,8111.57,9745.53,12952.09,45496.1,6559161.86,14934654.01,19906509.93,13765010.55,25491717.59,29946313.58,122731138.5,234449097.27,139926573.49,449501695.64
e_1,6459.14,14083.31,8440.78,12711.16,13707.44,39235.34,6762736.43,14243996.67,29221190.46,14637354.74,24215846.67,42497522.89,133592832.78,255276222.24,164040716.7,540683791.03
d_1,6909.02,5837.23,23506.16,7565.21,12299.8,42357.88,7054834.78,27118131.39,11609807.57,14901341.08,29976039.71,47812196.2,163431114.51,282313958.16,242802941.05,638461779.17
c_1,5847.96,5439.62,8729.37,25592.38,24346.15,48627.82,5930744.68,11112945.79,16297978.86,13184838.52,16245403.85,46107605.95,126363387.42,261474721.56,218775045.12,457943033.88
b_1,6068.2,5632.49,9291.59,10744.49,35457.07,86738.86,6037906.5,13373962.65,15089808.63,14504896.53,17233602.24,45413129.4,102772107.68,272297067.3,235287996.51,568656662.14
a_1,7258.41,5972.56,10036.8,10436.88,12773.52,164566.48,7219912.5,16361186.05,16901998.29,15624214.34,26046129.61,46674669.87,121534159.57,280893533.35,239203957.95,570175125.8
h_1,8868.58,6886.46,10373.75,10506.11,12008.62,45832.51,12292789.97,16115259.07,18163359.67,19478537.59,27878749.77,48706909.1,159517116.99,224127728.05,235600392.59,720550348.67
c_0,7233.87,6614.14,12028.7,9281.13,11183.78,48049.68,7794268.14,24552316.02,16824475.02,17630087.51,43612132.22,46853614.95,209038809.87,275319872.71,246708515.79,682459102.96
d_0,6493.57,6556.49,7777.22,19251.42,15533.57,42930.73,6700500.54,12042171.61,26612981.2,15487373.12,23489347.03,46546539.67,149267600.88,263620183.1,207852094.6,572630748.63
g_1,6313.33,5338.74,15138.7,10635.25,14089.46,50165.59,7418250.14,18099896.88,15031745.93,31662062.78,25536697.9,74368643.61,144471384.86,261533873.01,258971904.89,539605055.87
b_0,6876.92,7059.28,11425.71,11696.99,10648.52,43686.34,7608876.97,18495119.85,20200967.06,17422815.43,38765218.51,49894307.11,271104262.27,283836454.81,219403600.4,607860429.18
f_0,6405.36,5379.23,11116.03,12116.59,16110.29,52832.28,7415233.06,16427697.76,18265296.89,15583859.16,23894359.48,82618636.79,141755757.33,289835574.26,517708914.62,653801445.3
a_0,7645.91,6477.52,11397.81,10579.3,12076.23,41687.31,7911040.19,18225590.61,19028281.56,14897047.24,29722688.09,45851430.95,263385697.25,314264429.35,234003420.23,690248566.72
h_0,8253.68,6770.73,11423.37,11508.29,13270.17,51655.19,4982012.79,16905559.62,18473182.43,18919452.12,27569952.94,45316938.84,140862437.46,211308960.08,256211010.38,718286247.02
e_0,7472.93,4579.4,10165.01,11682.66,16343.77,58383.5,7368751.14,16834690.27,17636297.89,19044520.62,27982346.49,48947239.25,147465364.22,339721603.79,466903050.74,668405257.65
g_0,6469.1,5842.61,15611.94,10629.48,13114.05,47175.36,7459307.22,18678581.72,16591009.13,12370411.0,25014689.01,62148944.69,145338440.15,273946973.25,301759634.44,490124733.26
