,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.17,0.28,0.44,0.55,0.49,0.42,0.15,0.16,0.11,0.09,0.09,0.11,0.06,0.09,0.14,0.08
f_1,0.43,0.16,0.44,0.46,0.39,0.44,0.1,0.14,0.1,0.09,0.09,0.12,0.05,0.08,0.09,0.07
d_1,0.56,0.45,0.15,0.48,0.48,0.39,0.1,0.08,0.17,0.09,0.09,0.08,0.06,0.08,0.07,0.04
c_1,0.35,0.45,0.58,0.14,0.44,0.41,0.14,0.15,0.05,0.14,0.09,0.09,0.07,0.11,0.11,0.06
b_1,0.42,0.5,0.47,0.24,0.14,0.53,0.12,0.13,0.1,0.14,0.17,0.1,0.07,0.11,0.1,0.07
a_1,0.44,0.52,0.47,0.43,0.24,0.09,0.15,0.15,0.09,0.11,0.12,0.09,0.08,0.15,0.09,0.08
h_1,0.41,0.41,0.42,0.36,0.34,0.34,0.05,0.11,0.09,0.09,0.09,0.07,0.08,0.07,0.07,0.06
g_1,0.39,0.45,0.4,0.44,0.39,0.34,0.08,0.05,0.09,0.08,0.08,0.08,0.05,0.08,0.07,0.07
d_0,0.25,0.42,0.55,0.42,0.43,0.32,0.13,0.14,0.06,0.09,0.08,0.09,0.06,0.11,0.09,0.07
c_0,0.42,0.45,0.23,0.72,0.43,0.38,0.13,0.12,0.13,0.05,0.08,0.09,0.06,0.08,0.07,0.05
b_0,0.39,0.39,0.31,0.51,0.61,0.33,0.14,0.12,0.09,0.05,0.05,0.08,0.08,0.06,0.07,0.05
f_0,0.39,0.64,0.42,0.39,0.37,0.35,0.11,0.07,0.08,0.09,0.07,0.05,0.06,0.08,0.06,0.04
h_0,0.36,0.42,0.37,0.41,0.41,0.34,0.15,0.12,0.09,0.08,0.07,0.08,0.07,0.07,0.07,0.05
a_0,0.37,0.39,0.36,0.42,0.57,0.37,0.14,0.12,0.08,0.07,0.05,0.08,0.05,0.04,0.07,0.06
e_0,0.45,0.6,0.39,0.41,0.32,0.35,0.11,0.09,0.09,0.09,0.09,0.04,0.07,0.08,0.03,0.04
g_0,0.41,0.44,0.39,0.38,0.39,0.31,0.08,0.14,0.1,0.08,0.08,0.07,0.04,0.08,0.07,0.07
