,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,0.44,4.54,5.17,4.66,4.69,3.69,0.98,0.7,0.87,4.94,0.96,0.71,1.11,0.57,0.9,0.48
f_1,4.03,0.44,3.91,5.59,4.37,3.7,0.95,1.47,0.74,0.88,0.83,3.51,0.73,0.48,0.66,0.79
e_1,5.15,2.36,0.43,5.01,4.56,5.45,1.67,1.24,1.02,0.96,1.48,0.91,0.89,0.6,3.27,0.62
c_1,5.53,4.65,3.83,0.42,4.25,4.39,1.58,1.43,3.25,0.45,1.0,1.05,0.95,0.83,0.98,0.55
b_1,6.39,5.09,5.13,2.41,0.4,4.86,1.61,1.36,1.08,1.29,3.48,0.89,0.92,0.71,1.21,0.85
a_1,6.39,5.13,8.29,7.4,3.22,0.32,1.87,2.13,1.61,1.19,1.43,1.4,7.71,0.89,1.23,0.97
h_1,4.19,5.89,4.61,4.35,5.92,5.09,0.36,2.02,0.97,1.18,0.87,1.03,1.08,2.18,0.8,0.7
g_1,5.6,6.16,6.04,5.96,5.1,4.93,1.12,0.32,0.98,1.39,1.21,1.15,1.03,0.57,1.02,2.85
c_0,2.6,7.47,5.21,21.5,7.25,5.24,1.8,1.93,0.44,1.42,1.15,0.97,1.34,0.75,1.18,0.72
d_0,15.61,7.69,2.58,6.17,5.15,7.22,2.03,2.23,1.14,0.44,0.97,1.3,1.05,0.8,1.12,0.8
b_0,4.75,6.05,5.4,5.98,19.24,9.55,1.46,1.79,0.71,1.23,0.38,1.13,1.44,1.02,1.21,0.84
f_0,5.54,19.37,5.32,6.17,5.88,6.34,1.48,1.23,0.97,1.19,0.86,0.4,1.0,1.03,1.15,0.67
a_0,6.34,7.93,6.93,7.13,10.28,,1.61,2.0,1.3,1.68,0.71,1.38,0.36,0.99,0.92,1.02
h_0,6.99,6.4,8.72,6.09,6.66,5.59,4.74,2.71,1.48,1.5,1.21,1.49,1.16,2.58,1.27,0.96
e_0,5.81,11.31,16.87,7.02,6.45,7.68,1.75,1.68,1.59,1.35,1.15,0.78,1.46,1.05,0.36,0.95
g_0,6.39,10.48,8.04,7.47,7.3,9.26,1.65,7.22,1.32,1.38,1.19,1.27,1.55,0.85,1.14,1.88
