,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,0.43,2.59,3.51,4.07,3.66,4.07,2.03,1.85,1.94,1.51,2.13,1.48,1.09,1.68,,1.13
f_1,3.8,0.42,3.74,3.35,3.69,2.79,1.67,1.98,1.56,1.73,,1.74,1.05,1.66,1.33,1.49
d_1,4.64,3.31,0.4,3.34,5.34,3.33,1.77,1.39,,1.93,1.73,1.61,1.51,1.22,1.9,0.81
c_1,3.93,3.73,4.24,0.38,4.5,2.87,1.48,2.63,0.97,,1.45,1.57,1.21,2.03,2.41,1.35
b_1,3.2,3.58,3.0,2.3,0.37,4.09,1.99,2.43,1.38,1.7,2.51,,1.53,1.75,1.49,1.5
a_1,3.36,4.6,3.89,4.12,2.52,0.3,1.79,,1.63,1.61,,1.5,,,,1.67
h_1,1.82,1.83,1.81,2.37,1.6,1.99,0.27,1.23,0.79,0.92,0.67,0.83,,0.73,0.64,0.61
g_1,1.85,1.75,1.91,1.97,1.66,,0.67,0.24,0.89,0.7,1.31,0.91,0.61,0.75,0.89,
d_0,0.89,1.84,,2.08,1.65,1.63,0.83,0.97,0.29,0.95,0.67,0.62,0.55,0.78,0.72,0.65
c_0,1.96,1.73,0.95,,1.33,1.4,0.77,1.06,0.64,0.28,0.78,0.91,0.67,1.08,0.62,0.7
f_0,1.46,,1.8,1.54,1.41,,1.05,0.45,0.69,0.66,0.26,0.83,0.56,0.75,1.1,0.69
b_0,1.85,1.58,1.73,1.87,,1.7,1.15,0.72,0.84,0.44,0.55,0.26,0.59,0.82,0.79,0.67
h_0,1.45,1.33,1.13,1.24,1.18,,,0.73,0.55,0.55,0.6,0.57,,0.45,0.51,0.5
a_0,1.55,1.83,2.03,1.25,1.88,,1.24,1.01,0.78,0.68,0.64,0.49,0.74,0.23,0.63,0.47
e_0,,1.75,1.78,1.32,1.79,,0.84,0.71,0.81,0.99,0.37,0.66,0.85,0.59,0.22,0.64
g_0,2.2,1.13,1.63,1.17,1.36,1.06,0.58,,0.65,0.53,0.48,0.64,0.43,0.74,0.53,
