,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,5.76,1.33,1.11,1.82,1.33,1.19,4.15,4.48,11.25,6.18,6.63,6.96,9.36,6.09,2.94,9.09
f_1,2.25,6.02,1.37,1.21,1.09,1.13,4.37,4.11,5.16,5.5,5.78,2.57,9.49,5.84,4.65,8.94
d_1,1.33,1.34,6.47,0.98,1.3,1.28,4.37,4.78,2.26,11.46,8.51,6.12,10.1,7.34,7.27,8.07
c_1,1.06,1.23,1.15,6.94,2.49,1.23,5.12,4.16,6.05,1.94,5.09,6.18,8.53,6.64,6.23,9.13
b_1,1.11,1.54,1.26,1.42,7.29,2.24,5.74,4.51,5.08,4.71,1.97,6.84,8.12,3.69,7.92,8.02
a_1,1.39,1.44,1.27,1.28,1.04,10.61,5.2,4.71,6.27,5.85,6.07,7.56,10.29,3.94,6.03,10.93
h_1,1.41,2.28,1.78,1.35,1.57,1.37,16.17,7.91,6.41,6.06,5.99,6.7,5.21,6.62,7.52,17.07
g_1,1.2,1.36,2.7,1.46,1.59,1.27,5.15,18.95,6.91,7.35,6.76,12.53,9.83,6.93,6.99,6.58
d_0,1.51,1.62,0.66,3.1,1.67,1.98,4.84,5.17,14.84,5.4,7.74,7.73,12.03,6.51,7.88,8.57
c_0,1.58,1.91,1.84,1.01,1.06,1.66,5.92,6.28,6.94,15.75,14.7,7.49,13.26,10.2,8.74,10.98
b_0,1.84,1.67,1.65,1.61,0.74,1.33,5.64,5.55,8.09,9.1,17.81,8.82,12.24,16.72,8.9,12.25
f_0,1.45,0.84,1.81,1.65,1.61,1.78,6.91,6.03,8.21,6.73,7.24,17.09,11.99,7.86,18.65,12.67
h_0,1.63,2.33,1.73,1.61,1.45,1.34,3.35,7.71,7.22,7.48,7.09,7.78,7.84,7.77,6.68,16.4
a_0,1.91,1.91,1.87,1.43,1.43,0.71,6.17,6.08,5.73,8.2,8.52,8.07,11.57,23.84,8.32,11.84
e_0,0.79,1.68,1.95,1.52,1.54,1.63,6.6,7.16,7.53,6.79,8.69,9.54,13.52,7.38,24.68,15.71
g_0,1.5,1.48,2.56,1.68,1.53,1.34,5.79,4.06,6.46,7.83,6.39,12.4,10.16,8.09,11.48,7.34
