,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,0.95,0.72,0.39,0.41,0.31,0.31,0.27,0.25,0.24,0.26,0.25,0.14,0.23,0.18,0.24,0.13
e_1,0.48,0.95,0.39,0.56,0.37,0.25,0.34,0.3,0.27,0.47,0.25,0.3,0.28,0.23,0.24,0.15
d_1,0.53,0.47,0.95,0.4,0.41,0.24,0.33,0.48,0.22,0.17,0.28,0.26,0.26,0.19,0.21,0.21
c_1,0.49,0.39,0.51,0.95,0.65,0.28,0.33,0.18,0.23,0.23,0.2,0.23,0.26,0.18,0.24,0.17
b_1,0.54,0.47,0.52,0.44,0.94,0.52,0.36,0.3,0.24,0.29,0.21,0.27,0.28,0.21,0.22,0.19
a_1,0.52,0.59,0.64,0.56,0.38,0.94,0.38,0.37,0.37,0.34,0.34,0.32,0.35,0.19,0.29,0.22
h_1,1.01,0.64,0.81,0.64,0.55,0.42,0.77,0.42,0.49,0.47,0.45,0.36,0.31,0.27,0.47,0.27
c_0,0.99,0.73,0.66,0.69,0.51,0.5,0.59,0.68,0.54,0.58,0.76,0.48,0.46,0.4,0.38,0.34
g_1,0.79,0.72,1.04,0.78,0.67,0.4,0.5,0.46,0.75,0.41,0.39,0.54,0.34,0.36,0.26,0.32
d_0,0.85,0.58,0.68,1.29,0.66,0.43,0.52,0.37,0.47,0.66,0.46,0.41,0.43,0.38,0.45,0.33
b_0,1.02,0.79,0.85,0.92,0.44,0.42,0.51,0.42,0.48,0.53,0.68,0.46,0.49,0.68,0.44,0.31
f_0,0.79,0.6,0.93,0.9,0.71,0.5,0.65,0.53,0.44,0.51,0.42,0.67,0.43,0.39,0.35,0.65
h_0,1.26,0.83,0.86,0.83,0.64,0.45,0.49,0.53,0.7,0.49,0.46,0.45,0.39,0.36,0.48,0.28
a_0,1.01,0.82,1.08,0.93,0.83,0.35,0.7,0.54,0.45,0.58,0.4,0.49,0.54,0.62,0.43,0.42
g_0,0.89,0.81,1.24,0.92,0.74,0.43,0.55,0.59,0.51,0.51,0.5,0.72,0.47,0.36,0.37,0.43
e_0,1.21,0.78,0.98,1.05,0.82,0.54,0.62,0.62,0.43,0.54,0.48,0.42,0.58,0.37,0.46,0.62
