,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.66,0.77,1.26,1.09,1.06,0.98,0.47,0.52,0.54,0.4,0.36,0.49,0.31,0.34,0.5,0.31
f_1,1.14,0.66,1.13,0.91,1.05,0.88,0.35,0.42,0.46,0.36,0.37,0.44,0.24,0.35,0.32,0.39
c_1,0.92,1.12,0.63,1.35,1.23,1.01,0.52,0.28,0.52,0.49,0.39,0.39,0.34,0.33,0.34,0.36
d_1,1.23,1.33,1.1,0.63,1.05,0.91,0.53,0.58,0.34,0.45,0.42,0.4,0.35,0.4,0.37,0.22
b_1,1.24,1.17,0.74,1.29,0.62,1.52,0.55,0.39,0.52,0.57,0.57,0.45,0.39,0.43,0.37,0.3
a_1,1.4,1.53,1.17,1.46,0.73,0.58,0.73,0.54,0.74,0.57,0.56,0.43,0.44,0.56,0.45,0.4
h_1,1.62,2.0,1.85,1.67,1.86,1.4,0.55,0.63,0.8,0.62,0.56,0.65,0.61,0.6,0.55,0.5
d_0,1.22,1.82,2.23,2.35,2.15,1.64,0.88,0.58,0.78,0.77,0.76,0.67,0.67,0.62,0.77,0.63
g_1,1.75,2.0,1.7,2.0,1.77,1.52,0.77,0.75,0.54,0.74,0.7,0.74,0.48,0.69,0.71,0.55
c_0,2.03,2.21,2.43,1.25,1.87,1.48,0.88,0.89,0.74,0.56,0.83,0.68,0.71,0.69,0.67,0.55
b_0,2.13,2.3,2.6,1.68,2.35,1.52,0.98,0.78,0.75,0.46,0.55,0.68,0.56,0.78,0.59,0.62
f_0,1.77,2.9,2.11,1.82,1.97,2.03,0.9,0.74,0.63,0.73,0.67,0.55,0.6,0.67,0.76,0.39
h_0,2.32,2.47,2.3,1.91,1.86,1.94,1.22,0.81,0.97,0.69,0.82,0.77,0.74,0.65,0.65,0.56
a_0,2.49,2.29,2.76,1.93,2.74,2.11,0.91,0.98,0.94,0.72,0.52,0.73,0.7,0.54,0.72,0.65
e_0,2.56,3.04,2.43,2.08,2.6,2.1,1.09,0.78,0.81,0.77,0.85,0.51,0.76,0.68,0.52,0.57
g_0,2.63,2.23,2.49,2.8,2.54,2.21,1.01,0.88,1.43,0.86,0.83,1.05,0.66,0.94,0.85,0.77
