,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.49,0.16,0.15,0.13,0.15,0.14,0.17,0.32,0.23,0.16,0.22,0.2,0.19,0.16,,0.21
f_1,0.26,1.5,0.15,0.17,0.15,0.15,0.15,0.22,0.22,0.17,0.2,,0.2,0.15,0.16,0.18
c_1,0.17,0.19,1.52,0.17,0.26,0.14,0.18,0.17,,0.2,0.13,0.21,0.25,0.17,0.17,0.2
d_1,0.17,0.17,0.14,1.53,0.17,0.11,0.21,,0.31,0.18,0.2,0.23,0.21,0.2,0.18,0.15
b_1,0.17,0.2,0.14,0.17,1.61,0.29,0.2,0.2,0.19,0.2,,0.2,0.22,,0.2,0.23
a_1,0.15,0.21,0.22,0.21,0.11,1.72,0.21,0.26,0.27,0.17,0.17,0.2,0.22,,,0.21
h_1,0.47,0.53,0.39,0.4,0.34,0.33,1.66,0.51,0.44,0.42,0.36,0.35,,0.42,0.44,0.48
d_0,0.43,0.44,0.84,,0.39,0.35,0.51,1.36,0.55,0.42,0.58,0.51,0.68,0.51,0.4,0.47
c_0,0.44,0.45,,0.44,0.36,0.4,0.54,0.65,1.41,0.46,0.95,0.57,0.58,0.34,0.42,0.6
g_1,0.38,0.38,0.35,0.54,0.33,0.31,0.51,0.52,0.42,1.76,0.37,0.76,0.4,0.46,0.36,
b_0,0.49,0.5,0.56,0.51,,0.3,0.55,0.64,0.42,0.52,1.48,0.35,0.63,0.65,0.45,0.62
f_0,0.52,,0.5,0.33,0.45,0.35,0.75,0.58,0.59,0.41,0.66,1.5,0.58,0.5,0.67,0.6
h_0,0.6,0.72,0.54,0.64,0.67,0.4,,0.78,0.72,0.82,0.67,0.54,,0.55,0.58,0.85
a_0,0.64,0.54,0.46,0.41,,,0.65,0.53,0.73,0.45,0.57,0.58,0.66,1.61,0.46,
e_0,,0.55,0.46,0.39,0.39,,0.56,0.69,0.7,0.72,0.59,0.56,0.69,0.57,1.62,0.59
g_0,0.59,0.58,0.62,1.08,0.55,0.44,0.71,0.64,0.59,,0.69,0.72,0.83,,0.61,
