,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.26,0.89,0.96,0.8,0.58,0.4,0.43,0.42,0.37,0.38,0.31,0.28,0.31,0.23,0.3
e_1,0.81,1.0,0.94,1.14,0.89,0.73,0.48,0.47,0.56,0.38,0.44,0.44,0.36,0.34,0.3,0.31
d_1,1.11,1.03,1.0,0.86,0.93,0.69,0.52,0.4,0.44,0.54,0.42,0.39,0.35,0.39,0.31,0.27
c_1,1.05,0.89,1.15,1.0,1.27,0.76,0.54,0.47,0.33,0.43,0.35,0.41,0.34,0.35,0.31,0.28
b_1,1.24,1.11,1.1,0.79,1.0,1.23,0.58,0.48,0.47,0.53,0.43,0.44,0.39,0.34,0.4,0.3
a_1,1.66,1.37,1.44,1.29,0.86,1.0,0.71,0.62,0.65,0.64,0.67,0.53,0.56,0.43,0.45,0.35
h_1,2.44,2.16,1.99,1.82,1.76,1.35,1.0,0.95,0.87,0.83,0.8,0.74,0.71,0.63,0.57,0.69
g_1,2.42,2.12,2.52,2.12,2.12,1.54,1.05,1.0,0.85,1.02,1.03,1.05,0.75,0.8,0.69,0.63
d_0,2.36,1.89,2.26,2.95,2.14,1.58,1.18,1.23,1.0,0.77,0.95,0.89,0.84,0.77,0.71,0.72
c_0,2.7,2.5,1.83,2.3,1.83,1.6,1.19,0.97,1.29,1.0,1.21,0.84,0.84,0.87,0.74,0.7
b_0,2.67,2.19,2.26,2.81,2.3,1.59,1.27,0.96,1.0,0.83,1.0,0.85,0.92,1.12,0.79,0.71
f_0,3.26,2.38,2.55,2.49,2.12,1.92,1.42,0.93,1.12,1.21,1.15,1.0,0.91,0.92,1.09,0.67
h_0,3.48,2.84,2.87,2.97,2.41,1.72,1.41,1.35,1.18,1.22,1.08,1.06,1.0,0.94,0.9,0.94
a_0,3.13,2.79,2.62,2.83,2.88,2.18,1.57,1.24,1.26,1.13,0.91,1.09,1.03,1.0,0.88,0.95
e_0,4.26,3.25,3.25,3.12,2.53,2.2,1.78,1.52,1.39,1.39,1.25,0.92,1.08,1.18,1.0,0.85
g_0,3.3,3.28,3.74,3.54,3.29,2.86,1.49,1.57,1.35,1.5,1.45,1.53,1.08,1.05,1.1,1.0
