,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.21,0.02,0.03,0.03,0.02,0.02,0.04,0.05,0.13,0.06,0.06,0.05,0.08,0.04,,0.06
f_1,0.05,2.26,0.03,0.03,0.02,0.02,0.06,0.05,0.05,0.07,0.05,,0.09,0.05,0.04,0.06
d_1,0.03,0.03,2.34,0.02,0.03,0.02,0.04,0.04,,0.1,0.07,0.06,0.09,0.04,0.04,0.06
c_1,0.02,0.03,0.02,2.43,0.06,0.02,0.06,0.04,0.07,,0.05,0.06,0.07,0.05,0.05,0.08
b_1,0.03,0.03,0.03,0.03,2.5,0.04,0.06,0.05,0.06,0.06,,0.05,0.09,,0.05,0.06
a_1,0.03,0.03,0.03,0.03,0.02,3.02,0.06,0.05,0.08,0.07,0.05,0.06,0.08,,,
h_1,0.11,0.18,0.1,0.1,0.09,0.06,2.73,0.32,0.19,0.22,0.16,0.19,,0.19,0.19,0.36
g_1,0.07,0.08,0.17,0.07,0.11,0.07,0.21,2.91,0.23,0.25,0.21,0.46,0.24,0.13,0.17,
d_0,0.15,0.14,,0.26,0.13,0.14,0.25,0.2,2.03,0.27,0.31,0.31,0.42,0.21,0.26,0.21
c_0,0.15,0.14,0.15,,0.08,0.08,0.33,0.27,0.29,2.03,0.68,0.23,0.33,0.33,0.24,0.26
b_0,0.15,0.15,0.14,0.13,,0.1,0.24,0.16,0.37,0.36,2.22,0.35,0.38,0.41,0.23,0.26
f_0,0.17,,0.18,0.17,0.14,0.09,0.32,0.15,0.37,0.3,0.36,2.06,0.26,0.2,0.55,0.26
h_0,0.21,0.33,0.22,0.19,0.19,0.12,,0.42,0.44,0.51,0.37,0.45,,0.39,0.3,0.82
a_0,0.15,0.18,0.13,0.11,,,0.34,0.25,0.18,0.41,0.26,0.25,0.31,2.74,,
e_0,,0.11,0.13,0.1,0.1,,0.32,0.48,0.38,0.28,0.2,0.38,0.54,,2.44,0.39
g_0,0.26,0.19,0.31,0.17,0.31,,0.28,,0.46,0.47,0.31,0.67,0.53,,0.54,
