,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,0.93,0.46,0.3,0.45,0.37,0.24,0.39,0.31,0.57,0.29,0.28,0.31,0.37,0.21,0.14,0.27
f_1,0.68,0.92,0.33,0.38,0.3,0.21,0.35,0.27,0.37,0.33,0.22,0.3,0.35,0.2,0.16,0.22
d_1,0.4,0.44,0.92,0.3,0.36,0.24,0.39,0.33,0.24,0.57,0.3,0.36,0.38,0.25,0.23,0.3
c_1,0.37,0.38,0.4,0.91,0.6,0.25,0.35,0.27,0.35,0.21,0.28,0.21,0.36,0.21,0.2,0.28
b_1,0.37,0.39,0.41,0.37,0.91,0.48,0.34,0.3,0.32,0.32,0.33,0.23,0.35,0.17,0.24,0.3
a_1,0.4,0.47,0.42,0.35,0.36,0.89,0.38,0.35,0.35,0.4,0.32,0.3,0.42,0.16,0.28,0.25
h_1,0.41,0.54,0.46,0.43,0.34,0.26,0.64,0.36,0.37,0.32,0.3,0.3,0.31,0.22,0.25,0.41
g_1,0.41,0.39,0.57,0.42,0.41,0.24,0.42,0.64,0.34,0.4,0.46,0.28,0.34,0.22,0.26,0.27
d_0,0.42,0.46,0.31,0.67,0.42,0.28,0.36,0.32,0.55,0.27,0.3,0.3,0.37,0.23,0.21,0.27
c_0,0.49,0.46,0.43,0.32,0.34,0.26,0.46,0.36,0.4,0.54,0.32,0.6,0.38,0.31,0.23,0.32
f_0,0.35,0.37,0.43,0.47,0.47,0.29,0.46,0.38,0.36,0.33,0.55,0.29,0.43,0.25,0.45,0.38
b_0,0.43,0.46,0.43,0.47,0.35,0.18,0.41,0.38,0.38,0.38,0.34,0.54,0.42,0.52,0.23,0.32
h_0,0.45,0.57,0.46,0.4,0.36,0.25,0.3,0.46,0.37,0.34,0.32,0.31,0.29,0.26,0.21,0.38
a_0,0.47,0.47,0.42,0.45,0.44,0.22,0.4,0.36,0.4,0.35,0.38,0.35,0.35,0.46,0.24,0.35
e_0,0.33,0.51,0.49,0.4,0.38,0.28,0.49,0.35,0.38,0.41,0.32,0.36,0.42,0.25,0.46,0.31
g_0,0.3,0.43,0.63,0.41,0.4,0.29,0.33,0.27,0.27,0.37,0.47,0.3,0.38,0.21,0.3,0.24
