,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,5.45,0.08,0.06,0.08,0.07,0.09,0.2,0.2,0.83,0.43,0.4,0.34,0.66,0.3,,0.41
f_1,0.12,5.6,0.06,0.06,0.1,0.07,0.3,0.26,0.4,0.43,0.49,,0.59,0.32,0.22,0.76
d_1,0.09,0.07,6.4,0.06,0.07,0.07,0.25,0.25,,0.81,0.38,0.46,0.52,0.28,0.56,0.56
c_1,0.1,0.07,0.08,6.68,0.13,0.06,0.35,0.23,0.32,,0.31,0.45,0.49,0.5,0.46,0.45
b_1,0.08,0.08,0.08,0.1,7.34,0.15,0.31,0.31,0.33,0.32,,0.39,0.54,0.25,0.43,0.5
a_1,0.06,0.05,0.11,0.08,0.07,11.51,0.28,0.31,0.32,,,0.54,0.65,,0.45,0.82
h_1,0.24,0.41,0.27,0.3,0.31,0.34,13.95,1.24,1.51,1.59,1.18,1.49,,1.26,1.5,2.54
g_1,0.26,0.24,0.52,0.33,0.15,0.35,1.36,17.75,1.17,1.18,1.13,2.03,1.83,1.51,,
d_0,0.25,0.37,,0.74,0.46,0.34,2.14,1.76,12.32,1.66,1.78,1.33,2.96,1.45,1.53,3.07
c_0,0.38,0.49,0.43,,0.25,,1.9,1.57,1.94,12.08,3.15,2.1,3.38,1.9,2.36,2.12
b_0,0.36,0.38,0.38,0.34,,,1.77,1.69,1.78,1.67,14.41,1.4,3.37,4.46,,2.73
f_0,0.34,,0.37,0.35,0.47,0.39,1.13,1.57,1.53,2.03,2.57,15.63,3.83,,2.87,2.98
h_0,0.59,0.95,0.36,0.58,0.57,0.4,,2.74,3.3,2.4,2.87,2.48,,2.54,2.54,7.09
a_0,0.43,0.36,0.48,0.35,0.34,,1.33,1.87,1.27,2.28,1.27,,2.54,20.95,,2.47
e_0,,0.4,0.42,0.37,0.43,0.56,1.42,,1.73,2.36,,1.5,4.45,,22.02,2.19
g_0,0.66,0.42,0.76,0.54,0.62,0.55,1.88,,2.75,2.45,2.48,4.28,4.29,3.7,2.78,
