,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
e_1,0.42,0.59,0.84,1.11,1.01,0.87,0.52,0.49,0.5,0.41,0.41,0.5,0.35,0.39,0.37,0.77
f_1,1.01,0.41,0.81,0.84,0.89,0.69,0.38,0.38,0.5,0.36,0.43,0.48,0.28,0.37,0.4,0.34
d_1,0.88,0.89,0.4,0.94,0.87,0.96,0.48,0.66,0.35,0.46,0.38,0.41,0.32,0.4,0.23,0.36
c_1,0.73,0.96,1.02,0.38,1.0,0.77,0.53,0.25,0.48,0.53,0.39,0.34,0.34,0.37,0.34,0.3
b_1,0.92,0.97,0.98,0.52,0.36,1.08,0.58,0.42,0.48,0.58,0.7,0.45,0.33,0.41,0.34,0.49
a_1,0.88,1.21,0.96,1.02,0.49,0.31,0.41,0.42,0.74,0.4,0.4,0.38,0.41,0.76,0.36,0.35
h_1,0.76,0.89,0.79,0.71,0.7,0.76,0.24,0.36,0.48,0.32,0.35,0.34,0.44,0.35,0.38,0.39
d_0,0.52,0.78,1.32,0.85,0.82,0.79,0.43,0.26,0.44,0.37,0.35,0.35,0.32,0.38,0.35,0.39
g_1,0.85,0.79,0.74,0.84,0.87,0.74,0.34,0.4,0.22,0.33,0.39,0.36,0.24,0.33,0.37,0.35
c_0,0.78,0.83,0.48,1.13,0.75,0.94,0.45,0.47,0.41,0.24,0.46,0.41,0.33,0.37,0.37,0.42
b_0,0.75,0.7,0.78,0.9,1.07,0.88,0.41,0.4,0.4,0.22,0.24,0.36,0.27,0.36,0.32,0.32
f_0,0.72,1.26,0.76,0.85,0.74,0.79,0.4,0.36,0.32,0.31,0.34,0.23,0.3,0.32,0.21,0.38
h_0,0.74,0.75,0.77,0.81,0.88,0.66,0.51,0.33,0.43,0.32,0.34,0.34,0.41,0.29,0.33,0.34
a_0,0.87,0.83,0.68,0.75,0.92,0.98,0.47,0.33,0.44,0.3,0.23,0.35,0.35,0.2,0.3,0.4
g_0,0.69,0.76,0.88,0.81,0.91,0.69,0.28,0.34,0.65,0.3,0.3,0.34,0.25,0.37,0.35,0.43
e_0,0.99,0.96,0.83,0.81,0.65,0.78,0.34,0.32,0.39,0.3,0.31,0.22,0.3,0.34,0.23,0.2
